framework,sample,login,is_author,is_contributor,number_of_created_pr,numer_of_merged_pr
googlesamples,googlesamples/io2014-codelabs,aliafshar,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,cassierecher,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,ceruleanotter,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,claywilkinson,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,codingjeremy,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,dpebot,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,google-admin,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,google-automerger,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,google-oss-bot,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,googlebot,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,jabubake,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,jfschmakeit,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,kokoro-team,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,leedenison,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,PaulRashidi,True,True,0,5
googlesamples,googlesamples/io2014-codelabs,slinzner,True,False,0,0
googlesamples,googlesamples/io2014-codelabs,tjohns,True,True,0,5
googlesamples,googlesamples/io2014-codelabs,gkaldev,False,True,0,0
googlesamples,googlesamples/io2014-codelabs,devnook,False,True,6,0
googlesamples,googlesamples/io2014-codelabs,ulukaya,False,True,0,0
googlesamples,googlesamples/android-play-publisher-api,aliafshar,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,cassierecher,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,ceruleanotter,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,claywilkinson,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,codingjeremy,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,dpebot,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,google-admin,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,google-automerger,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,google-oss-bot,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,googlebot,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,jabubake,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,jfschmakeit,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,JoseAlcerreca,True,True,0,12
googlesamples,googlesamples/android-play-publisher-api,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,kokoro-team,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,leedenison,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,slinzner,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,tjohns,True,False,0,0
googlesamples,googlesamples/android-play-publisher-api,nlativy,False,True,5,15
googlesamples,googlesamples/android-play-publisher-api,mg6maciej,False,True,8,0
googlesamples,googlesamples/android-play-publisher-api,kosev,False,True,3,0
googlesamples,googlesamples/android-play-publisher-api,NilLlisterri,False,True,2,0
googlesamples,googlesamples/android-play-publisher-api,robisaks,False,True,1,0
googlesamples,googlesamples/identity-toolkit-java,aliafshar,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,cassierecher,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,ceruleanotter,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,ch40w31,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,claywilkinson,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,codingjeremy,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,dereksalama,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,dpebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,google-admin,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,google-automerger,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,google-oss-bot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,googlebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,jabubake,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,jfschmakeit,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,kokoro-team,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,leedenison,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,slinzner,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,tjohns,True,False,0,0
googlesamples,googlesamples/identity-toolkit-java,mcduan,False,True,5,15
googlesamples,googlesamples/identity-toolkit-java,liujin-google,False,True,4,0
googlesamples,googlesamples/identity-toolkit-java,jdgreenberg,False,True,0,0
googlesamples,googlesamples/identity-toolkit-java,wyhao31,False,True,0,0
googlesamples,googlesamples/identity-toolkit-java,jin-liu,False,True,2,1
googlesamples,googlesamples/identity-toolkit-ruby,aliafshar,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,cassierecher,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,ceruleanotter,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,ch40w31,True,False,5,0
googlesamples,googlesamples/identity-toolkit-ruby,claywilkinson,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,codingjeremy,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,dereksalama,True,True,0,5
googlesamples,googlesamples/identity-toolkit-ruby,dpebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,google-admin,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,google-automerger,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,google-oss-bot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,googlebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,jabubake,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,jfschmakeit,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,kokoro-team,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,leedenison,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,slinzner,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,tjohns,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ruby,liujin-google,False,True,0,0
googlesamples,googlesamples/identity-toolkit-ruby,jdgreenberg,False,True,0,0
googlesamples,googlesamples/identity-toolkit-ruby,cslink,False,True,0,3
googlesamples,googlesamples/identity-toolkit-ruby,jin-liu,False,True,2,1
googlesamples,googlesamples/identity-toolkit-php,aliafshar,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,cassierecher,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,ceruleanotter,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,ch40w31,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,claywilkinson,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,codingjeremy,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,dereksalama,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,dpebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,google-admin,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,google-automerger,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,google-oss-bot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,googlebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,jabubake,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,jfschmakeit,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,kokoro-team,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,leedenison,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,slinzner,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,tjohns,True,False,0,0
googlesamples,googlesamples/identity-toolkit-php,jin-liu,False,True,12,4
googlesamples,googlesamples/identity-toolkit-php,jdgreenberg,False,True,0,3
googlesamples,googlesamples/identity-toolkit-php,liujin-google,False,True,0,0
googlesamples,googlesamples/identity-toolkit-php,mcduan,False,True,0,1
googlesamples,googlesamples/identity-toolkit-ios,aliafshar,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,cassierecher,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,ceruleanotter,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,ch40w31,True,False,20,5
googlesamples,googlesamples/identity-toolkit-ios,claywilkinson,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,codingjeremy,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,dereksalama,True,True,5,5
googlesamples,googlesamples/identity-toolkit-ios,dpebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,google-admin,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,google-automerger,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,google-oss-bot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,googlebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,jabubake,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,jfschmakeit,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,kokoro-team,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,leedenison,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,slinzner,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,tjohns,True,False,0,0
googlesamples,googlesamples/identity-toolkit-ios,jin-liu,False,True,0,20
googlesamples,googlesamples/identity-toolkit-ios,WilliamDenniss,False,True,12,0
googlesamples,googlesamples/identity-toolkit-ios,jdgreenberg,False,True,0,3
googlesamples,googlesamples/identity-toolkit-ios,kevcwei,False,True,0,0
googlesamples,googlesamples/identity-toolkit-go,aliafshar,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,cassierecher,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,ceruleanotter,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,ch40w31,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,claywilkinson,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,codingjeremy,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,dereksalama,True,True,0,7
googlesamples,googlesamples/identity-toolkit-go,google-admin,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,google-automerger,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,googlebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,jabubake,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,jfschmakeit,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,leedenison,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,slinzner,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,tjohns,True,False,0,0
googlesamples,googlesamples/identity-toolkit-go,mcduan,False,True,14,35
googlesamples,googlesamples/identity-toolkit-go,wuyanna,False,True,6,0
googlesamples,googlesamples/identity-toolkit-go,crossbreeze,False,True,5,0
googlesamples,googlesamples/identity-toolkit-go,mdietz,False,True,4,0
googlesamples,googlesamples/identity-toolkit-go,jin-liu,False,True,0,2
googlesamples,googlesamples/identity-toolkit-go,koba-ninkigumi,False,True,1,0
googlesamples,googlesamples/identity-toolkit-node,aliafshar,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,cassierecher,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,ceruleanotter,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,ch40w31,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,claywilkinson,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,codingjeremy,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,dereksalama,True,True,0,0
googlesamples,googlesamples/identity-toolkit-node,google-admin,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,google-automerger,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,googlebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,jabubake,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,jfschmakeit,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,leedenison,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,slinzner,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,tjohns,True,False,0,0
googlesamples,googlesamples/identity-toolkit-node,jin-liu,False,True,21,28
googlesamples,googlesamples/identity-toolkit-node,liujin-google,False,True,0,0
googlesamples,googlesamples/identity-toolkit-node,wuyanna,False,True,0,0
googlesamples,googlesamples/identity-toolkit-node,alfongj,False,True,4,0
googlesamples,googlesamples/identity-toolkit-node,cslink,False,True,0,3
googlesamples,googlesamples/identity-toolkit-node,wyhao31,False,True,0,0
googlesamples,googlesamples/androidtv-sample-inputs,aliafshar,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,benbaxter,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,cassierecher,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,ceruleanotter,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,claudiocherubino,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,claywilkinson,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,codingjeremy,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,dpebot,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,Fleker,True,True,20,0
googlesamples,googlesamples/androidtv-sample-inputs,google-admin,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,google-automerger,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,google-oss-bot,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,googlebot,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,jabubake,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,jfschmakeit,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,kokoro-team,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,leedenison,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,pengying,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,slinzner,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,tjohns,True,False,0,0
googlesamples,googlesamples/androidtv-sample-inputs,smishra2,False,True,0,0
googlesamples,googlesamples/androidtv-sample-inputs,shawngit,False,True,0,0
googlesamples,googlesamples/androidtv-sample-inputs,guangstick,False,True,0,0
googlesamples,googlesamples/androidtv-sample-inputs,chalko,False,True,0,0
googlesamples,googlesamples/androidtv-sample-inputs,ryanseys,False,True,0,0
googlesamples,googlesamples/androidtv-sample-inputs,drchen,False,True,0,0
googlesamples,googlesamples/androidtv-sample-inputs,jaewan-github,False,True,0,0
googlesamples,googlesamples/androidtv-sample-inputs,naokigoogle,False,True,0,0
googlesamples,googlesamples/androidtv-sample-inputs,flamme,False,True,0,0
googlesamples,googlesamples/android-AppUsageStatistics,aliafshar,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,andreban,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,benbaxter,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,callingshotgun,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,cartland,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,cassierecher,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,ceruleanotter,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,chrisbanes,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,claywilkinson,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,codingjeremy,True,True,0,0
googlesamples,googlesamples/android-AppUsageStatistics,DAGalpin,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,dpebot,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,dturner,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,florina-muntenescu,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,ggfan,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,google-admin,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,google-automerger,True,True,0,0
googlesamples,googlesamples/android-AppUsageStatistics,google-oss-bot,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,googlebot,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,hunterstich,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,isaidamier,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,jabubake,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,jfschmakeit,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,kokoro-team,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,kroikie,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,leedenison,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,mangini,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,mco-gh,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,miguelmontemayor,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,mwgray,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,naddaf,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,nageshs,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,netomarin,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,nic0lette,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,owahltinez,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,PaulRashidi,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,pfmaggi,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,shailen,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,slinzner,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,thagikura,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,tiembo,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,tjohns,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,yaraki,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,yenerm,True,False,0,0
googlesamples,googlesamples/android-AppUsageStatistics,yrezgui,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,aliafshar,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,cassierecher,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,ceruleanotter,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,ch40w31,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,claywilkinson,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,codingjeremy,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,dereksalama,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,google-admin,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,google-automerger,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,googlebot,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,jabubake,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,jfschmakeit,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,leedenison,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,slinzner,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,tjohns,True,False,0,0
googlesamples,googlesamples/identity-toolkit-django,jin-liu,False,True,0,0
googlesamples,googlesamples/android-testing-templates,aliafshar,True,False,0,0
googlesamples,googlesamples/android-testing-templates,cassierecher,True,False,0,0
googlesamples,googlesamples/android-testing-templates,ceruleanotter,True,False,0,0
googlesamples,googlesamples/android-testing-templates,claywilkinson,True,False,0,0
googlesamples,googlesamples/android-testing-templates,codingjeremy,True,False,0,0
googlesamples,googlesamples/android-testing-templates,dpebot,True,False,0,0
googlesamples,googlesamples/android-testing-templates,google-admin,True,False,0,0
googlesamples,googlesamples/android-testing-templates,google-automerger,True,False,0,0
googlesamples,googlesamples/android-testing-templates,google-oss-bot,True,False,0,0
googlesamples,googlesamples/android-testing-templates,googlebot,True,False,0,0
googlesamples,googlesamples/android-testing-templates,jabubake,True,False,0,0
googlesamples,googlesamples/android-testing-templates,jfschmakeit,True,False,0,0
googlesamples,googlesamples/android-testing-templates,jongerrish,True,False,0,0
googlesamples,googlesamples/android-testing-templates,JoseAlcerreca,True,True,5,15
googlesamples,googlesamples/android-testing-templates,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/android-testing-templates,kokoro-team,True,False,0,0
googlesamples,googlesamples/android-testing-templates,leedenison,True,False,0,0
googlesamples,googlesamples/android-testing-templates,maplealmond,True,False,0,0
googlesamples,googlesamples/android-testing-templates,slinzner,True,True,0,10
googlesamples,googlesamples/android-testing-templates,tiembo,True,True,15,5
googlesamples,googlesamples/android-testing-templates,tjohns,True,False,0,0
googlesamples,googlesamples/android-testing-templates,mauricegavin,False,True,2,0
googlesamples,googlesamples/android-testing-templates,yongce,False,True,1,0
googlesamples,googlesamples/cloud-polymer-go,aliafshar,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,cassierecher,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,ceruleanotter,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,claywilkinson,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,codingjeremy,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,dpebot,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,google-admin,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,google-automerger,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,google-oss-bot,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,googlebot,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,jabubake,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,jfschmakeit,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,keyboardsurfer,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,kokoro-team,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,leedenison,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,slinzner,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,tjohns,True,False,0,0
googlesamples,googlesamples/cloud-polymer-go,campoy,False,True,6,6
googlesamples,googlesamples/cloud-polymer-go,naokigoogle,False,True,0,0
googlesamples,googlesamples/cloud-polymer-go,piperchester,False,True,1,0
googlesamples,googlesamples/io2015-codelabs,aliafshar,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,broady,True,True,0,0
googlesamples,googlesamples/io2015-codelabs,cassierecher,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,ceruleanotter,True,False,17,0
googlesamples,googlesamples/io2015-codelabs,claywilkinson,True,True,0,0
googlesamples,googlesamples/io2015-codelabs,codingjeremy,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,dpebot,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,freshp86,True,True,0,0
googlesamples,googlesamples/io2015-codelabs,google-admin,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,google-automerger,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,google-oss-bot,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,googlebot,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,hostirosti,True,True,17,17
googlesamples,googlesamples/io2015-codelabs,jabubake,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,jfschmakeit,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,JoseAlcerreca,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,keyboardsurfer,True,True,0,0
googlesamples,googlesamples/io2015-codelabs,kokoro-team,True,False,0,0
googlesamples,googlesamples/io2015-codelabs,leedenison,True,False,0,0
