framework,sample,login,is_author,is_contributor,number_of_created_pr,numer_of_merged_pr
spring-guides,spring-guides/gs-rest-service,OlegDokuka,True,False,0,0
spring-guides,spring-guides/gs-rest-service,olegz,True,False,0,0
spring-guides,spring-guides/gs-rest-service,OlgaMaciaszek,True,False,0,0
spring-guides,spring-guides/gs-rest-service,philwebb,True,False,0,0
spring-guides,spring-guides/gs-rest-service,pivotalsagan,True,False,0,0
spring-guides,spring-guides/gs-rest-service,poutsma,True,False,0,0
spring-guides,spring-guides/gs-rest-service,rmorgan,True,False,0,0
spring-guides,spring-guides/gs-rest-service,royclarkson,True,True,0,44
spring-guides,spring-guides/gs-rest-service,rstoyanchev,True,False,0,0
spring-guides,spring-guides/gs-rest-service,rwinch,True,False,0,0
spring-guides,spring-guides/gs-rest-service,ryanjbaxter,True,False,0,0
spring-guides,spring-guides/gs-rest-service,sdeleuze,True,False,0,0
spring-guides,spring-guides/gs-rest-service,simonbasle,True,False,0,0
spring-guides,spring-guides/gs-rest-service,slackbot,True,False,0,0
spring-guides,spring-guides/gs-rest-service,snicoll,True,False,0,0
spring-guides,spring-guides/gs-rest-service,spencergibb,True,False,0,0
spring-guides,spring-guides/gs-rest-service,spring-operator,True,True,88,0
spring-guides,spring-guides/gs-rest-service,trevormarshall,True,False,0,0
spring-guides,spring-guides/gs-rest-service,trisberg,True,False,0,0
spring-guides,spring-guides/gs-rest-service,cbeams,False,True,0,63
spring-guides,spring-guides/gs-rest-service,btalbott,False,True,133,0
spring-guides,spring-guides/gs-rest-service,sergiovlvitorino,False,True,30,0
spring-guides,spring-guides/gs-rest-service,veronx,False,True,14,0
spring-guides,spring-guides/gs-rest-service,mbeaudru,False,True,12,0
spring-guides,spring-guides/gs-rest-service,benoitf,False,True,11,0
spring-guides,spring-guides/gs-rest-service,gberaudo,False,True,20,0
spring-guides,spring-guides/gs-rest-service,e-n-l,False,True,9,0
spring-guides,spring-guides/gs-rest-service,MikAoJk,False,True,8,0
spring-guides,spring-guides/gs-rest-service,mdave16,False,True,6,0
spring-guides,spring-guides/gs-rest-service,nickstreet,False,True,0,0
spring-guides,spring-guides/gs-rest-service,thepaullee,False,True,4,0
spring-guides,spring-guides/gs-rest-service,Vijeyakumar26,False,True,2,0
spring-guides,spring-guides/gs-rest-service,ManaLocked,False,True,1,0
spring-guides,spring-guides/gs-scheduling-tasks,aclement,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,artembilan,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,bclozel,True,True,0,11
spring-guides,spring-guides/gs-scheduling-tasks,benas,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,Buzzardo,True,True,33,22
spring-guides,spring-guides/gs-scheduling-tasks,dsyer,True,True,0,11
spring-guides,spring-guides/gs-scheduling-tasks,dturanski,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,dussab,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,fhanik,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,fifthposition,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,garyrussell,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,gnorsilva,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,gregturn,True,True,11,88
spring-guides,spring-guides/gs-scheduling-tasks,habuma,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,jacksoncvm,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,jgrandja,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,joshlong,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,jvalkeal,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,jxblum,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,jzheaux,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,kdvolder,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,kennyk65,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,kseebaldt,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,marcingrzejszczak,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,markfisher,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,markpollack,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,martinlippert,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,mminella,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,mp911de,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,mstahv,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,nebhale,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,odrotbohm,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,OlegDokuka,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,olegz,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,OlgaMaciaszek,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,philwebb,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,pivotalsagan,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,poutsma,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,rmorgan,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,royclarkson,True,True,0,0
spring-guides,spring-guides/gs-scheduling-tasks,rstoyanchev,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,rwinch,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,ryanjbaxter,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,sdeleuze,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,simonbasle,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,slackbot,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,snicoll,True,True,11,11
spring-guides,spring-guides/gs-scheduling-tasks,spencergibb,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,spring-operator,True,True,44,0
spring-guides,spring-guides/gs-scheduling-tasks,trevormarshall,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,trisberg,True,False,0,0
spring-guides,spring-guides/gs-scheduling-tasks,cbeams,False,True,20,10
spring-guides,spring-guides/gs-scheduling-tasks,btalbott,False,True,21,0
spring-guides,spring-guides/gs-scheduling-tasks,Heaven31415,False,True,3,0
spring-guides,spring-guides/gs-scheduling-tasks,naftalmm,False,True,1,0
spring-guides,spring-guides/gs-consuming-rest,aclement,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,artembilan,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,bclozel,True,True,0,18
spring-guides,spring-guides/gs-consuming-rest,benas,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,Buzzardo,True,True,108,36
spring-guides,spring-guides/gs-consuming-rest,dsyer,True,True,0,90
spring-guides,spring-guides/gs-consuming-rest,dturanski,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,dussab,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,fhanik,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,fifthposition,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,garyrussell,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,gnorsilva,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,gregturn,True,True,18,216
spring-guides,spring-guides/gs-consuming-rest,habuma,True,True,0,18
spring-guides,spring-guides/gs-consuming-rest,jacksoncvm,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,jgrandja,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,joshlong,True,True,0,0
spring-guides,spring-guides/gs-consuming-rest,jvalkeal,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,jxblum,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,jzheaux,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,kdvolder,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,kennyk65,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,kseebaldt,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,marcingrzejszczak,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,markfisher,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,markpollack,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,martinlippert,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,mminella,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,mp911de,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,mstahv,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,nebhale,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,odrotbohm,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,OlegDokuka,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,olegz,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,OlgaMaciaszek,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,philwebb,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,pivotalsagan,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,poutsma,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,rmorgan,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,royclarkson,True,True,0,36
spring-guides,spring-guides/gs-consuming-rest,rstoyanchev,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,rwinch,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,ryanjbaxter,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,sdeleuze,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,simonbasle,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,slackbot,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,snicoll,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,spencergibb,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,spring-operator,True,True,72,0
spring-guides,spring-guides/gs-consuming-rest,trevormarshall,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,trisberg,True,False,0,0
spring-guides,spring-guides/gs-consuming-rest,cbeams,False,True,0,17
spring-guides,spring-guides/gs-consuming-rest,btalbott,False,True,65,0
spring-guides,spring-guides/gs-consuming-rest,Heaven31415,False,True,11,0
spring-guides,spring-guides/gs-consuming-rest,pauldragoslav,False,True,9,0
spring-guides,spring-guides/gs-consuming-rest,amriteya,False,True,8,0
spring-guides,spring-guides/gs-consuming-rest,andrii-kovalenko-celonis,False,True,0,0
spring-guides,spring-guides/gs-consuming-rest,bartoszmajsak,False,True,6,0
spring-guides,spring-guides/gs-consuming-rest,p-g714,False,True,3,0
spring-guides,spring-guides/gs-consuming-rest,shakuzen,False,True,2,0
spring-guides,spring-guides/gs-consuming-rest,tsuyo,False,True,1,0
spring-guides,spring-guides/gs-gradle,aclement,True,False,0,0
spring-guides,spring-guides/gs-gradle,artembilan,True,False,0,0
spring-guides,spring-guides/gs-gradle,bclozel,True,False,0,0
spring-guides,spring-guides/gs-gradle,benas,True,False,0,0
spring-guides,spring-guides/gs-gradle,Buzzardo,True,True,12,12
spring-guides,spring-guides/gs-gradle,dsyer,True,False,0,0
spring-guides,spring-guides/gs-gradle,dturanski,True,False,0,0
spring-guides,spring-guides/gs-gradle,dussab,True,False,0,0
spring-guides,spring-guides/gs-gradle,fhanik,True,False,0,0
spring-guides,spring-guides/gs-gradle,fifthposition,True,False,0,0
spring-guides,spring-guides/gs-gradle,garyrussell,True,False,0,0
spring-guides,spring-guides/gs-gradle,gnorsilva,True,False,0,0
spring-guides,spring-guides/gs-gradle,gregturn,True,True,0,96
spring-guides,spring-guides/gs-gradle,habuma,True,True,0,0
spring-guides,spring-guides/gs-gradle,jacksoncvm,True,False,0,0
spring-guides,spring-guides/gs-gradle,jgrandja,True,False,0,0
spring-guides,spring-guides/gs-gradle,joshlong,True,False,0,0
spring-guides,spring-guides/gs-gradle,jvalkeal,True,False,0,0
spring-guides,spring-guides/gs-gradle,jxblum,True,False,0,0
spring-guides,spring-guides/gs-gradle,jzheaux,True,False,0,0
spring-guides,spring-guides/gs-gradle,kdvolder,True,True,12,0
spring-guides,spring-guides/gs-gradle,kennyk65,True,False,0,0
spring-guides,spring-guides/gs-gradle,kseebaldt,True,False,0,0
spring-guides,spring-guides/gs-gradle,marcingrzejszczak,True,True,0,0
spring-guides,spring-guides/gs-gradle,markfisher,True,False,0,0
spring-guides,spring-guides/gs-gradle,markpollack,True,False,0,0
spring-guides,spring-guides/gs-gradle,martinlippert,True,False,0,0
spring-guides,spring-guides/gs-gradle,mminella,True,False,0,0
spring-guides,spring-guides/gs-gradle,mp911de,True,False,0,0
spring-guides,spring-guides/gs-gradle,mstahv,True,False,0,0
spring-guides,spring-guides/gs-gradle,nebhale,True,False,0,0
spring-guides,spring-guides/gs-gradle,odrotbohm,True,False,0,0
spring-guides,spring-guides/gs-gradle,OlegDokuka,True,False,0,0
spring-guides,spring-guides/gs-gradle,olegz,True,False,0,0
spring-guides,spring-guides/gs-gradle,OlgaMaciaszek,True,False,0,0
spring-guides,spring-guides/gs-gradle,philwebb,True,False,0,0
spring-guides,spring-guides/gs-gradle,pivotalsagan,True,False,0,0
spring-guides,spring-guides/gs-gradle,poutsma,True,False,0,0
spring-guides,spring-guides/gs-gradle,rmorgan,True,False,0,0
spring-guides,spring-guides/gs-gradle,royclarkson,True,True,0,12
spring-guides,spring-guides/gs-gradle,rstoyanchev,True,False,0,0
spring-guides,spring-guides/gs-gradle,rwinch,True,False,0,0
spring-guides,spring-guides/gs-gradle,ryanjbaxter,True,False,0,0
spring-guides,spring-guides/gs-gradle,sdeleuze,True,False,0,0
spring-guides,spring-guides/gs-gradle,simonbasle,True,False,0,0
spring-guides,spring-guides/gs-gradle,slackbot,True,False,0,0
spring-guides,spring-guides/gs-gradle,snicoll,True,False,0,0
spring-guides,spring-guides/gs-gradle,spencergibb,True,False,0,0
spring-guides,spring-guides/gs-gradle,spring-operator,True,True,24,0
spring-guides,spring-guides/gs-gradle,trevormarshall,True,False,0,0
spring-guides,spring-guides/gs-gradle,trisberg,True,False,0,0
spring-guides,spring-guides/gs-gradle,cbeams,False,True,0,0
spring-guides,spring-guides/gs-gradle,btalbott,False,True,27,0
spring-guides,spring-guides/gs-gradle,RickvdP,False,True,4,0
spring-guides,spring-guides/gs-gradle,tebowy,False,True,2,0
spring-guides,spring-guides/gs-gradle,silverskyvicto,False,True,1,0
spring-guides,spring-guides/gs-maven,aclement,True,False,0,0
spring-guides,spring-guides/gs-maven,artembilan,True,False,0,0
spring-guides,spring-guides/gs-maven,bclozel,True,True,0,18
spring-guides,spring-guides/gs-maven,benas,True,False,0,0
spring-guides,spring-guides/gs-maven,Buzzardo,True,True,18,0
spring-guides,spring-guides/gs-maven,dsyer,True,True,0,90
spring-guides,spring-guides/gs-maven,dturanski,True,False,0,0
spring-guides,spring-guides/gs-maven,dussab,True,False,0,0
spring-guides,spring-guides/gs-maven,fhanik,True,False,0,0
spring-guides,spring-guides/gs-maven,fifthposition,True,False,0,0
spring-guides,spring-guides/gs-maven,garyrussell,True,False,0,0
spring-guides,spring-guides/gs-maven,gnorsilva,True,False,0,0
spring-guides,spring-guides/gs-maven,gregturn,True,True,0,162
spring-guides,spring-guides/gs-maven,habuma,True,True,0,0
spring-guides,spring-guides/gs-maven,jacksoncvm,True,False,0,0
spring-guides,spring-guides/gs-maven,jgrandja,True,False,0,0
spring-guides,spring-guides/gs-maven,joshlong,True,False,0,0
spring-guides,spring-guides/gs-maven,jvalkeal,True,False,0,0
spring-guides,spring-guides/gs-maven,jxblum,True,False,0,0
spring-guides,spring-guides/gs-maven,jzheaux,True,False,0,0
spring-guides,spring-guides/gs-maven,kdvolder,True,False,0,0
spring-guides,spring-guides/gs-maven,kennyk65,True,False,0,0
spring-guides,spring-guides/gs-maven,kseebaldt,True,False,0,0
spring-guides,spring-guides/gs-maven,marcingrzejszczak,True,False,0,0
spring-guides,spring-guides/gs-maven,markfisher,True,False,0,0
spring-guides,spring-guides/gs-maven,markpollack,True,False,0,0
spring-guides,spring-guides/gs-maven,martinlippert,True,False,0,0
spring-guides,spring-guides/gs-maven,mminella,True,False,0,0
spring-guides,spring-guides/gs-maven,mp911de,True,False,0,0
spring-guides,spring-guides/gs-maven,mstahv,True,False,0,0
spring-guides,spring-guides/gs-maven,nebhale,True,False,0,0
spring-guides,spring-guides/gs-maven,odrotbohm,True,False,0,0
spring-guides,spring-guides/gs-maven,OlegDokuka,True,False,0,0
spring-guides,spring-guides/gs-maven,olegz,True,False,0,0
spring-guides,spring-guides/gs-maven,OlgaMaciaszek,True,False,0,0
spring-guides,spring-guides/gs-maven,philwebb,True,False,0,0
spring-guides,spring-guides/gs-maven,pivotalsagan,True,False,0,0
spring-guides,spring-guides/gs-maven,poutsma,True,False,0,0
spring-guides,spring-guides/gs-maven,rmorgan,True,False,0,0
spring-guides,spring-guides/gs-maven,royclarkson,True,True,0,18
spring-guides,spring-guides/gs-maven,rstoyanchev,True,False,0,0
spring-guides,spring-guides/gs-maven,rwinch,True,False,0,0
spring-guides,spring-guides/gs-maven,ryanjbaxter,True,False,0,0
spring-guides,spring-guides/gs-maven,sdeleuze,True,False,0,0
spring-guides,spring-guides/gs-maven,simonbasle,True,False,0,0
spring-guides,spring-guides/gs-maven,slackbot,True,False,0,0
spring-guides,spring-guides/gs-maven,snicoll,True,False,0,0
spring-guides,spring-guides/gs-maven,spencergibb,True,False,0,0
spring-guides,spring-guides/gs-maven,spring-operator,True,True,72,0
spring-guides,spring-guides/gs-maven,trevormarshall,True,False,0,0
spring-guides,spring-guides/gs-maven,trisberg,True,False,0,0
spring-guides,spring-guides/gs-maven,cbeams,False,True,0,0
spring-guides,spring-guides/gs-maven,btalbott,False,True,28,0
spring-guides,spring-guides/gs-maven,BrianJerardi,False,True,13,0
spring-guides,spring-guides/gs-maven,GuoxiangZu,False,True,12,0
spring-guides,spring-guides/gs-maven,douglasnaphas,False,True,8,0
spring-guides,spring-guides/gs-maven,jackscotti,False,True,7,0
spring-guides,spring-guides/gs-maven,Lochoa11,False,True,5,0
spring-guides,spring-guides/gs-maven,stevenbeeckman,False,True,4,0
spring-guides,spring-guides/gs-maven,stain,False,True,3,0
spring-guides,spring-guides/gs-maven,voyageth,False,True,2,0
spring-guides,spring-guides/gs-maven,tsuyo,False,True,1,0
spring-guides,spring-guides/gs-relational-data-access,aclement,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,artembilan,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,bclozel,True,True,0,12
spring-guides,spring-guides/gs-relational-data-access,benas,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,Buzzardo,True,True,36,12
spring-guides,spring-guides/gs-relational-data-access,dsyer,True,True,0,12
spring-guides,spring-guides/gs-relational-data-access,dturanski,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,dussab,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,fhanik,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,fifthposition,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,garyrussell,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,gnorsilva,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,gregturn,True,True,60,108
spring-guides,spring-guides/gs-relational-data-access,habuma,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,jacksoncvm,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,jgrandja,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,joshlong,True,True,0,0
spring-guides,spring-guides/gs-relational-data-access,jvalkeal,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,jxblum,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,jzheaux,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,kdvolder,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,kennyk65,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,kseebaldt,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,marcingrzejszczak,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,markfisher,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,markpollack,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,martinlippert,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,mminella,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,mp911de,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,mstahv,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,nebhale,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,odrotbohm,True,True,12,0
spring-guides,spring-guides/gs-relational-data-access,OlegDokuka,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,olegz,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,OlgaMaciaszek,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,philwebb,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,pivotalsagan,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,poutsma,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,rmorgan,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,royclarkson,True,True,0,0
spring-guides,spring-guides/gs-relational-data-access,rstoyanchev,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,rwinch,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,ryanjbaxter,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,sdeleuze,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,simonbasle,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,slackbot,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,snicoll,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,spencergibb,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,spring-operator,True,True,48,0
spring-guides,spring-guides/gs-relational-data-access,trevormarshall,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,trisberg,True,False,0,0
spring-guides,spring-guides/gs-relational-data-access,cbeams,False,True,0,55
spring-guides,spring-guides/gs-relational-data-access,btalbott,False,True,21,0
spring-guides,spring-guides/gs-relational-data-access,shadowmanos,False,True,3,0
spring-guides,spring-guides/gs-relational-data-access,mike706574,False,True,1,0
spring-guides,spring-guides/gs-uploading-files,aclement,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,artembilan,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,bclozel,True,True,17,34
spring-guides,spring-guides/gs-uploading-files,benas,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,Buzzardo,True,True,51,51
spring-guides,spring-guides/gs-uploading-files,dsyer,True,True,17,34
spring-guides,spring-guides/gs-uploading-files,dturanski,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,dussab,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,fhanik,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,fifthposition,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,garyrussell,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,gnorsilva,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,gregturn,True,True,17,187
spring-guides,spring-guides/gs-uploading-files,habuma,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,jacksoncvm,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,jgrandja,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,joshlong,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,jvalkeal,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,jxblum,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,jzheaux,True,True,0,17
spring-guides,spring-guides/gs-uploading-files,kdvolder,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,kennyk65,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,kseebaldt,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,marcingrzejszczak,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,markfisher,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,markpollack,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,martinlippert,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,mminella,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,mp911de,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,mstahv,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,nebhale,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,odrotbohm,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,OlegDokuka,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,olegz,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,OlgaMaciaszek,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,philwebb,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,pivotalsagan,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,poutsma,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,rmorgan,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,royclarkson,True,True,0,0
spring-guides,spring-guides/gs-uploading-files,rstoyanchev,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,rwinch,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,ryanjbaxter,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,sdeleuze,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,simonbasle,True,False,0,0
spring-guides,spring-guides/gs-uploading-files,slackbot,True,False,0,0
