framework,sample,contributors,authors,authors_in_contributors,%_of_author_in_contributors_in_contributors,%_of_author_in_contributors_in_authors
Azure,Azure-Samples/active-directory-dotnet-native-aspnetcore,9,110,3,33.33333333333333,2.727272727272727
Azure,Azure-Samples/active-directory-dotnet-webapp-webapi-openidconnect-aspnetcore,17,111,6,35.294117647058826,5.405405405405405
Azure,Azure-Samples/active-directory-cordova-multitarget,9,110,2,22.22222222222222,1.8181818181818181
Azure,Azure-Samples/azure-batch-samples,36,52,8,22.22222222222222,15.384615384615385
Azure,Azure-Samples/app-service-api-node-food-trucks,5,57,3,60.0,5.263157894736842
Azure,Azure-Samples/app-service-api-dotnet-contact-list,4,57,1,25.0,1.7543859649122806
Azure,Azure-Samples/app-service-api-dotnet-todo-list,4,57,1,25.0,1.7543859649122806
Azure,Azure-Samples/active-directory-cordova-graphapi,7,15,0,0.0,0.0
Azure,Azure-Samples/app-service-api-dotnet-azure-cards,5,57,0,0.0,0.0
Azure,Azure-Samples/active-directory-dotnet-graphapi-reporting,8,15,0,0.0,0.0
Azure,Azure-Samples/app-service-mobile-dotnet-fieldengineer,5,57,2,40.0,3.508771929824561
Azure,Azure-Samples/app-service-api-java-food-trucks,4,57,1,25.0,1.7543859649122806
Azure,Azure-Samples/active-directory-dotnet-native-uwp-wam,8,16,0,0.0,0.0
Azure,Azure-Samples/app-service-api-dotnet-swashbuckle-swaggerresponse,2,57,0,0.0,0.0
Azure,Azure-Samples/active-directory-node-webapp-openidconnect,9,110,6,66.66666666666666,5.454545454545454
Azure,Azure-Samples/storage-blob-dotnet-getting-started,7,67,3,42.857142857142854,4.477611940298507
Azure,Azure-Samples/storage-queue-dotnet-getting-started,5,67,2,40.0,2.9850746268656714
Azure,Azure-Samples/storage-table-dotnet-getting-started,6,66,3,50.0,4.545454545454546
Azure,Azure-Samples/storage-file-dotnet-getting-started,5,67,2,40.0,2.9850746268656714
Azure,Azure-Samples/app-service-web-dotnet-aspnetwebapi-angularjs-todoapp,2,54,1,50.0,1.8518518518518516
Azure,Azure-Samples/storage-blob-java-getting-started,11,60,4,36.36363636363637,6.666666666666667
Azure,Azure-Samples/app-service-web-php-retwis,3,54,1,33.33333333333333,1.8518518518518516
Azure,Azure-Samples/storage-table-java-getting-started,8,60,3,37.5,5.0
Azure,Azure-Samples/networking-dotnet-log-converter,2,44,0,0.0,0.0
Azure,Azure-Samples/storage-queue-java-getting-started,5,60,1,20.0,1.6666666666666667
Azure,Azure-Samples/storage-blob-node-getting-started,3,60,0,0.0,0.0
Azure,Azure-Samples/documentdb-java-todo-app,6,93,5,83.33333333333334,5.376344086021505
Azure,Azure-Samples/storage-table-node-getting-started,6,60,2,33.33333333333333,3.3333333333333335
Azure,Azure-Samples/storage-queue-node-getting-started,4,60,2,50.0,3.3333333333333335
Azure,Azure-Samples/storage-file-java-getting-started,5,60,1,20.0,1.6666666666666667
Azure,Azure-Samples/storage-file-node-getting-started,3,60,0,0.0,0.0
Azure,Azure-Samples/documentdb-node-getting-started,6,92,1,16.666666666666664,1.0869565217391304
Azure,Azure-Samples/documentdb-dotnet-todo-app,10,92,3,30.0,3.260869565217391
Azure,Azure-Samples/documentdb-node-todo-app,7,92,5,71.42857142857143,5.434782608695652
Azure,Azure-Samples/documentdb-dotnet-getting-started,7,92,1,14.285714285714285,1.0869565217391304
Azure,Azure-Samples/search-dotnet-asp-net-mvc-jobs,11,61,5,45.45454545454545,8.19672131147541
Azure,Azure-Samples/search-dotnet-windows-phone-cortana-speech,3,60,2,66.66666666666666,3.3333333333333335
Azure,Azure-Samples/search-java-getting-started,5,60,2,40.0,3.3333333333333335
Azure,Azure-Samples/search-dotnet-getting-started,13,60,3,23.076923076923077,5.0
Azure,Azure-Samples/storage-dotnet-resource-provider-getting-started,6,61,4,66.66666666666666,6.557377049180328
Azure,Azure-Samples/redis-cache-getting-started,2,46,1,50.0,2.1739130434782608
Azure,Azure-Samples/iot-hub-nodejs-intel-edison-vibration-anomaly-detection,3,71,2,66.66666666666666,2.8169014084507045
Azure,Azure-Samples/iot-hub-c-mbed-temperature-anomaly,4,71,2,50.0,2.8169014084507045
Azure,Azure-Samples/virtual-machines-dotnet-rest-api-manage,3,44,0,0.0,0.0
Azure,Azure-Samples/media-services-javascript-azure-media-player-google-analytics-plugin,5,68,2,40.0,2.941176470588235
Azure,Azure-Samples/active-directory-dotnet-deviceprofile,9,109,2,22.22222222222222,1.834862385321101
Azure,Azure-Samples/billing-dotnet-usage-api,2,45,1,50.0,2.2222222222222223
Azure,Azure-Samples/billing-dotnet-ratecard-api,2,45,1,50.0,2.2222222222222223
Azure,Azure-Samples/billing-dotnet-webapp-multitenant,2,45,1,50.0,2.2222222222222223
Azure,Azure-Samples/service-fabric-dotnet-iot,9,94,4,44.44444444444444,4.25531914893617
Azure,Azure-Samples/service-fabric-dotnet-web-reference-app,16,93,4,25.0,4.301075268817205
Azure,Azure-Samples/active-directory-dotnet-demo-tdlr,9,110,4,44.44444444444444,3.6363636363636362
Azure,Azure-Samples/active-directory-java-native-headless,8,110,6,75.0,5.454545454545454
Azure,Azure-Samples/active-directory-java-webapp-openidconnect,10,110,7,70.0,6.363636363636363
Azure,Azure-Samples/media-services-dotnet-encode-live-stream-with-ams-clear,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/media-services-dotnet-on-demand-encoding-with-media-encoder-standard,3,66,2,66.66666666666666,3.0303030303030303
Azure,Azure-Samples/media-services-dotnet-copy-blob-into-asset,4,1500,1,25.0,0.06666666666666667
Azure,Azure-Samples/Azure-MachineLearning-CustomModuleDefinition-App,2,43,1,50.0,2.3255813953488373
Azure,Azure-Samples/active-directory-xamarin-demo-tdlr,6,109,2,33.33333333333333,1.834862385321101
Azure,Azure-Samples/hdinsight-storm-dotnet-event-correlation,2,43,0,0.0,0.0
Azure,Azure-Samples/data-catalog-dotnet-get-started,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/data-catalog-dotnet-excel-register-data-assets,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/storage-blobs-dotnet-webapp,6,1500,3,50.0,0.2
Azure,Azure-Samples/service-fabric-dotnet-getting-started,17,1500,7,41.17647058823529,0.46666666666666673
Azure,Azure-Samples/active-directory-dotnet-demo-tdlr-usersync,4,109,1,25.0,0.9174311926605505
Azure,Azure-Samples/media-services-dotnet-dynamic-encryption-with-drm,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/media-services-dotnet-dynamic-encryption-with-aes,4,1500,1,25.0,0.06666666666666667
Azure,Azure-Samples/app-service-api-apps-quickstart-nodejs,2,15,0,0.0,0.0
Azure,Azure-Samples/app-service-api-apps-quickstart-dotnet,2,15,0,0.0,0.0
Azure,Azure-Samples/app-service-api-apps-quickstart-java,2,15,0,0.0,0.0
Azure,Azure-Samples/app-service-api-node-contact-list,3,15,0,0.0,0.0
Azure,Azure-Samples/azure-servicebus-relay-samples,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/search-dotnet-management-api,6,1500,2,33.33333333333333,0.13333333333333333
Azure,Azure-Samples/event-hubs-dotnet-user-notifications,4,43,0,0.0,0.0
Azure,Azure-Samples/hdinsight-storm-azure-data-lake-store,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/app-service-mobile-dotnet-backend-quickstart,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/app-service-mobile-nodejs-backend-quickstart,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/app-service-mobile-windows-quickstart,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/app-service-mobile-xamarin-android-quickstart,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/data-catalog-dotnet-import-export,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/app-service-mobile-dotnet-todo-list-files,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/azure-servicebus-messaging-samples,9,1500,1,11.11111111111111,0.06666666666666667
Azure,Azure-Samples/hdinsight-java-storm-wordcount,2,43,0,0.0,0.0
Azure,Azure-Samples/hdinsight-dotnet-java-storm-eventhub,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/hdinsight-dotnet-python-azure-storage-shared-access-signature,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/hdinsight-python-storm-wordcount,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/iot-hub-dotnet-uwp-remote-monitoring,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/hdinsight-dotnet-storm-powerbi,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/hdinsight-java-hive-jdbc,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/guidance-identity-management-for-multitenant-apps,7,1500,0,0.0,0.0
Azure,Azure-Samples/MyDriving,21,72,12,57.14285714285714,16.666666666666664
Azure,Azure-Samples/event-hubs-dotnet-import-from-sql,4,1500,1,25.0,0.06666666666666667
Azure,Azure-Samples/media-services-javascript-azure-media-player-feature-tester,1,67,1,100.0,1.4925373134328357
Azure,Azure-Samples/hdinsight-java-storm-eventhub,2,43,0,0.0,0.0
Azure,Azure-Samples/storage-python-getting-started,6,43,1,16.666666666666664,2.3255813953488373
Azure,Azure-Samples/iot-hub-c-huzzah-getstartedkit,12,1500,6,50.0,0.4
Azure,Azure-Samples/iot-hub-node-intel-edison-getstartedkit,8,1500,4,50.0,0.26666666666666666
Azure,Azure-Samples/iot-hub-c-thingdev-getstartedkit,11,1500,4,36.36363636363637,0.26666666666666666
Azure,Azure-Samples/iot-hub-c-m0wifi-getstartedkit,11,1500,5,45.45454545454545,0.33333333333333337
Azure,Azure-Samples/iot-hub-c-raspberrypi-getstartedkit,7,1500,3,42.857142857142854,0.2
Azure,Azure-Samples/media-services-dotnet-deliver-playready-widevine-licenses,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/media-services-javascript-azure-media-player-application-insights-plugin,5,66,2,40.0,3.0303030303030303
Azure,Azure-Samples/vs-azure-tools-devops-with-arm,2,43,0,0.0,0.0
Azure,Azure-Samples/app-service-web-java-get-started,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/active-directory-android-native-oidcandroidlib-v2,6,1500,3,50.0,0.2
Azure,Azure-Samples/storage-cli-getting-started,3,1500,0,0.0,0.0
Azure,Azure-Samples/app-service-web-dotnet-get-started,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/storage-powershell-getting-started,3,1500,0,0.0,0.0
Azure,Azure-Samples/hdinsight-dotnet-script-action,5,1500,2,40.0,0.13333333333333333
Azure,Azure-Samples/active-directory-ios-native-nxoauth2-v2,10,1500,5,50.0,0.33333333333333337
Azure,Azure-Samples/app-service-web-php-get-started,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/app-service-web-python-get-started,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/app-service-web-nodejs-get-started,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/active-directory-b2c-xamarin-native,20,1500,5,25.0,0.33333333333333337
Azure,Azure-Samples/ms-identity-aspnet-webapp-openidconnect,13,1500,6,46.15384615384615,0.4
Azure,Azure-Samples/active-directory-xamarin-native-v2,17,1500,4,23.52941176470588,0.26666666666666666
Azure,Azure-Samples/power-bi-embedded-integrate-report-into-web-app,15,1500,4,26.666666666666668,0.26666666666666666
Azure,Azure-Samples/storage-dotnet-sas-getting-started,4,1500,2,50.0,0.13333333333333333
Azure,Azure-Samples/service-fabric-dotnet-data-aggregation,6,1500,4,66.66666666666666,0.26666666666666666
Azure,Azure-Samples/media-services-javascript-azure-media-player-zoom-plugin,3,66,2,66.66666666666666,3.0303030303030303
Azure,Azure-Samples/hdinsight-dotnet-storm-wordcount,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/media-services-javascript-azure-media-player-diagnostic-logger-plugin,3,66,2,66.66666666666666,3.0303030303030303
Azure,Azure-Samples/media-services-javascript-azure-media-player-title-overlay-plugin,5,66,2,40.0,3.0303030303030303
Azure,Azure-Samples/media-services-javascript-azure-media-player-social-share-plugin,3,66,2,66.66666666666666,3.0303030303030303
Azure,Azure-Samples/media-services-javascript-azure-media-player-hot-keys-plugin,10,16,0,0.0,0.0
Azure,Azure-Samples/media-services-javascript-azure-media-player-time-tip-plugin,6,16,0,0.0,0.0
Azure,Azure-Samples/media-services-javascript-azure-media-player-timeline-markers-plugin,4,1500,1,25.0,0.06666666666666667
Azure,Azure-Samples/active-directory-dotnet-resource-manager-authorization,3,43,0,0.0,0.0
Azure,Azure-Samples/powerbi-jquery-client,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/iot-hub-xamarin-remote-monitoring-device,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/resource-manager-ruby-template-deployment,5,1500,2,40.0,0.13333333333333333
Azure,Azure-Samples/powerbi-angular-client,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/powerbi-dotnet-server-aspnet-web-api,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/compute-java-manage-vm,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/media-services-dotnet-dynamic-encryption-with-fairplay,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/power-bi-embedded-iframe,3,1500,0,0.0,0.0
Azure,Azure-Samples/iot-hub-python-get-started,6,1500,0,0.0,0.0
Azure,Azure-Samples/app-service-web-html-get-started,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/storage-blob-cpp-getting-started,1,1500,0,0.0,0.0
Azure,Azure-Samples/resource-manager-dotnet-template-deployment,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/storage-table-cpp-getting-started,1,1500,0,0.0,0.0
Azure,Azure-Samples/storage-queue-cpp-getting-started,1,1500,0,0.0,0.0
Azure,Azure-Samples/active-directory-b2c-advanced-policies,21,1500,6,28.57142857142857,0.4
Azure,Azure-Samples/resource-manager-ruby-resources-and-groups,8,1500,3,37.5,0.2
Azure,Azure-Samples/storage-java-manage-storage-accounts,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/azure-cdn-samples,3,1500,0,0.0,0.0
Azure,Azure-Samples/app-service-web-nodejs-manage,4,44,0,0.0,0.0
Azure,Azure-Samples/Cognitive-Speech-TTS,30,53,4,13.333333333333334,7.547169811320755
Azure,Azure-Samples/Cognitive-Speech-STT-Android,7,49,4,57.14285714285714,8.16326530612245
Azure,Azure-Samples/storage-blob-node-cors,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/app-service-web-ruby-manage,5,1500,2,40.0,0.13333333333333333
Azure,Azure-Samples/resource-manager-python-template-deployment,5,44,0,0.0,0.0
Azure,Azure-Samples/storage-node-resource-provider-getting-started,5,1500,2,40.0,0.13333333333333333
Azure,Azure-Samples/compute-node-manage-vm,6,44,0,0.0,0.0
Azure,Azure-Samples/resource-manager-python-resources-and-groups,7,43,0,0.0,0.0
Azure,Azure-Samples/network-python-manage-loadbalancer,6,44,0,0.0,0.0
Azure,Azure-Samples/virtual-machines-python-manage,8,43,0,0.0,0.0
Azure,Azure-Samples/app-service-web-python-manage,4,43,0,0.0,0.0
Azure,Azure-Samples/storage-python-manage,9,44,0,0.0,0.0
Azure,Azure-Samples/cloud-services-for-iot,2,44,0,0.0,0.0
Azure,Azure-Samples/Cognitive-Speech-STT-iOS,10,50,4,40.0,8.0
Azure,Azure-Samples/Cognitive-Speech-STT-Windows,10,50,4,40.0,8.0
Azure,Azure-Samples/network-java-manage-network-security-group,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/compute-java-list-vm-images,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/resources-java-manage-resource-group,15,1500,4,26.666666666666668,0.26666666666666666
Azure,Azure-Samples/resources-java-deploy-using-arm-template-with-progress,11,1500,3,27.27272727272727,0.2
Azure,Azure-Samples/compute-java-manage-availability-sets,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/network-java-manage-virtual-network,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/network-java-manage-ip-address,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/resources-java-manage-resource,14,1500,4,28.57142857142857,0.26666666666666666
Azure,Azure-Samples/network-java-manage-network-interface,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/resources-java-deploy-using-arm-template,13,1500,3,23.076923076923077,0.2
Azure,Azure-Samples/active-directory-webapp-webapi-multitenant-openidconnect-aspnetcore,6,1500,3,50.0,0.2
Azure,Azure-Samples/active-directory-b2c-php-webapp-openidconnect,6,1500,2,33.33333333333333,0.13333333333333333
Azure,Azure-Samples/Customer-Churn-Demo-MRS-Spark-HDI,4,43,1,25.0,2.3255813953488373
Azure,Azure-Samples/resource-manager-node-template-deployment,5,1500,1,20.0,0.06666666666666667
Azure,Azure-Samples/resource-manager-node-resources-and-groups,4,1500,0,0.0,0.0
Azure,Azure-Samples/network-node-manage-loadbalancer,5,44,0,0.0,0.0
Azure,Azure-Samples/hdinsight-java-deploy-storm-topology,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/functions-node-sas-token,2,1500,0,0.0,0.0
Azure,Azure-Samples/functions-dotnet-sas-token,2,1500,0,0.0,0.0
Azure,Azure-Samples/active-directory-dotnet-admin-restricted-scopes-v2,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/ms-identity-aspnet-daemon-webapp,15,1500,5,33.33333333333333,0.33333333333333337
Azure,Azure-Samples/storage-blob-go-getting-started,3,1500,0,0.0,0.0
Azure,Azure-Samples/resource-manager-go-template-deployment,2,1500,0,0.0,0.0
Azure,Azure-Samples/active-directory-dotnet-webapp-openidconnect-aspnetcore-v2,4,1500,2,50.0,0.13333333333333333
Azure,Azure-Samples/hdinsight-java-hive-udf,6,1500,1,16.666666666666664,0.06666666666666667
Azure,Azure-Samples/active-directory-b2c-dotnetcore-webapp,14,1500,5,35.714285714285715,0.33333333333333337
Azure,Azure-Samples/network-dotnet-manage-internal-load-balancers,13,1500,4,30.76923076923077,0.26666666666666666
Azure,Azure-Samples/app-service-web-dotnet-manage,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/resource-manager-dotnet-resources-and-groups,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/compute-dotnet-manage-vm,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/azure-solutions-digital-marketing-reference-implementation,2,1500,2,100.0,0.13333333333333333
Azure,Azure-Samples/app-service-mobile-dotnet-offline-encryption,2,1500,1,50.0,0.06666666666666667
Azure,Azure-Samples/compute-ruby-manage-vm,7,44,0,0.0,0.0
Azure,Azure-Samples/iot-hub-node-ping,6,1500,2,33.33333333333333,0.13333333333333333
Azure,Azure-Samples/storage-blob-php-webapplication,4,1500,0,0.0,0.0
Azure,Azure-Samples/service-bus-dotnet-messaging-performance,5,43,0,0.0,0.0
Azure,Azure-Samples/storage-blob-dotnet-store-temp-files,5,1500,0,0.0,0.0
Azure,Azure-Samples/key-vault-ruby-manage-vaults,5,1500,2,40.0,0.13333333333333333
Azure,Azure-Samples/media-services-ruby-manage-services,5,1500,2,40.0,0.13333333333333333
Azure,Azure-Samples/dns-ruby-zones-and-recordsets,4,1500,2,50.0,0.13333333333333333
Azure,Azure-Samples/cognitive-services-ruby-create-account,4,1500,2,50.0,0.13333333333333333
Azure,Azure-Samples/cloud-services-dotnet-internal-load-balancer,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/traffic-manager-ruby-manage-profiles,5,1500,2,40.0,0.13333333333333333
Azure,Azure-Samples/key-vault-python-manage,4,44,0,0.0,0.0
Azure,Azure-Samples/storage-table-ruby-getting-started,1,1500,0,0.0,0.0
Azure,Azure-Samples/storage-table-php-getting-started,1,1500,0,0.0,0.0
Azure,Azure-Samples/storage-queue-php-getting-started,1,1500,0,0.0,0.0
Azure,Azure-Samples/storage-queue-ruby-getting-started,1,1500,0,0.0,0.0
Azure,Azure-Samples/iot-gateway-mqtt-http,1,1500,1,100.0,0.06666666666666667
Azure,Azure-Samples/cloud-services-dotnet-execute-powershell-file-in-storage-file-mounted-disk,4,1500,1,25.0,0.06666666666666667
Azure,Azure-Samples/storage-blobs-dotnet-rename-blob,3,1500,0,0.0,0.0
Azure,Azure-Samples/storage-blob-ruby-getting-started,1,1500,0,0.0,0.0
Azure,Azure-Samples/storage-blobs-dotnet-export-import-excel-blob-to-from-db,3,1500,0,0.0,0.0
Azure,Azure-Samples/storage-table-python-getting-started,4,1500,3,75.0,0.2
Azure,Azure-Samples/storage-blob-python-getting-started,2,1500,0,0.0,0.0
Azure,Azure-Samples/virtual-machines-go-manage,2,1500,0,0.0,0.0
Azure,Azure-Samples/storage-dotnet-import-export-job-management,2,1500,0,0.0,0.0
Azure,Azure-Samples/documentdb-dotnet-getting-started-quickstart,6,91,1,16.666666666666664,1.098901098901099
Azure,Azure-Samples/cloud-services-dotnet-import-set-certificate,2,44,1,50.0,2.272727272727273
Azure,Azure-Samples/storage-blob-php-getting-started,0,59,0,0.0,0.0
Azure,Azure-Samples/hdinsight-storm-java-kafka,2,56,0,0.0,0.0
Azure,Azure-Samples/resource-manager-go-resources-and-groups,2,1500,0,0.0,0.0
Azure,Azure-Samples/service-fabric-java-getting-started,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/service-fabric-dotnet-performance,3,1500,2,66.66666666666666,0.13333333333333333
Azure,Azure-Samples/documentdb-dotnet-rfm,1,1500,1,100.0,0.06666666666666667
Azure,Azure-Samples/active-directory-dotnet-webapi-getting-started,8,1500,3,37.5,0.2
Azure,Azure-Samples/powerbi-node-server-express,1,1500,1,100.0,0.06666666666666667
Azure,Azure-Samples/powerbi-python-iot-client,0,1500,0,0.0,0.0
Azure,Azure-Samples/storage-dotnet-circuit-breaker-ha-ra-grs,8,1500,5,62.5,0.33333333333333337
Azure,Azure-Samples/data-factory-r-server-apache-spark-pipeline,2,1500,0,0.0,0.0
Azure,Azure-Samples/functions-dotnet-azure-insights-trigger,1,1500,1,100.0,0.06666666666666667
Azure,Azure-Samples/powerbi-react-client,1,1500,1,100.0,0.06666666666666667
Azure,Azure-Samples/cloud-services-python-contoso-ads-application,3,1500,1,33.33333333333333,0.06666666666666667
Azure,Azure-Samples/compute-java-manage-virtual-machines-in-parallel,10,1500,3,30.0,0.2
Azure,Azure-Samples/batch-java-manage-batch-accounts,10,1500,3,30.0,0.2
Azure,Azure-Samples/compute-java-manage-virtual-machine-using-vm-extensions,10,1500,3,30.0,0.2
Azure,Azure-Samples/compute-java-manage-virtual-machines-with-network-in-parallel,10,1500,3,30.0,0.2
Azure,Azure-Samples/network-java-manage-internet-facing-load-balancers,10,1500,3,30.0,0.2
Azure,Azure-Samples/resources-dotnet-manage-resource,9,1500,2,22.22222222222222,0.13333333333333333
Azure,Azure-Samples/key-vault-java-manage-key-vaults,12,1500,4,33.33333333333333,0.26666666666666666
Azure,Azure-Samples/compute-dotnet-manage-virtual-machines-in-parallel,10,1500,3,30.0,0.2
Azure,Azure-Samples/network-dotnet-manage-virtual-network,9,1500,2,22.22222222222222,0.13333333333333333
Azure,Azure-Samples/redis-cache-dotnet-manage-cache,9,1500,2,22.22222222222222,0.13333333333333333
Azure,Azure-Samples/compute-dotnet-manage-virtual-machines-with-network-in-parallel,10,1500,3,30.0,0.2
