framework,sample,contributors,authors,authors_in_contributors,%_of_author_in_contributors_in_contributors,%_of_author_in_contributors_in_authors
AWS,aws-samples/aws-centralized-logging-with-datadog,2,18,2,100.0,11.11111111111111
AWS,aws-samples/aws-iot-global-device-provisioning,2,10,2,100.0,20.0
AWS,aws-samples/cookiecutter-aws-sam-dynamodb-python,3,21,1,33.33333333333333,4.761904761904762
AWS,aws-samples/aws-device-farm-appium-cucumber-tests-for-sample-app,2,26,1,50.0,3.8461538461538463
AWS,aws-samples/cookiecutter-aws-sam-s3-rekognition-dynamodb-python,2,9,1,50.0,11.11111111111111
AWS,aws-samples/amazon-transcribe-comprehend-podcast,4,79,2,50.0,2.5316455696202533
AWS,aws-samples/aws-sam-java-rest,4,16,1,25.0,6.25
AWS,aws-samples/aws-autodeploy-vmware-cloud-on-aws,3,16,3,100.0,18.75
AWS,aws-samples/aws-plugin-for-slurm,3,10,2,66.66666666666666,20.0
AWS,aws-samples/aws-cloudhsm-jce-examples,7,14,3,42.857142857142854,21.428571428571427
AWS,aws-samples/amazon-sagemaker-custom-loss-function,3,23,0,0.0,0.0
AWS,aws-samples/realtime-bushfire-alert-with-apache-flink-cep,1,9,0,0.0,0.0
AWS,aws-samples/aws-lambda-sap-oauth,3,8,1,33.33333333333333,12.5
AWS,aws-samples/eks-workshop,233,30,15,6.437768240343347,50.0
AWS,aws-samples/aws-iot-device-defender-agent-c,5,11,2,40.0,18.181818181818183
AWS,aws-samples/aws-ai-ml-workshop-kr,10,17,5,50.0,29.411764705882355
AWS,aws-samples/amazon-rekognition-image-for-box-skills,4,22,3,75.0,13.636363636363635
AWS,aws-samples/cloudwatch-agent-demo-custom-metrics,3,16,1,33.33333333333333,6.25
AWS,aws-samples/aws-dms-autoscaling,2,79,2,100.0,2.5316455696202533
AWS,aws-samples/machine-learning-using-k8s,5,80,0,0.0,0.0
AWS,aws-samples/aws-codecommit-file-change-publisher,2,8,2,100.0,25.0
AWS,aws-samples/aws-serverless-subscription-service-node,3,11,1,33.33333333333333,9.090909090909092
AWS,aws-samples/aws-lambda-concurrency-hunt,2,9,2,100.0,22.22222222222222
AWS,aws-samples/iot-reference-architectures,5,22,1,20.0,4.545454545454546
AWS,aws-samples/aws-dbs-refarch-rdbms,5,12,4,80.0,33.33333333333333
AWS,aws-samples/aws-iot-core-acmebots-monitoring,5,22,2,40.0,9.090909090909092
AWS,aws-samples/aws-medialive-mediapackage-cloudwatch-dashboard,2,10,1,50.0,10.0
AWS,aws-samples/amazon-ecs-chargeback,1,12,0,0.0,0.0
AWS,aws-samples/aws-iot-jitp-sample-scripts,4,15,2,50.0,13.333333333333334
AWS,aws-samples/aws-secrets-manager-rotation-lambdas,7,16,4,57.14285714285714,25.0
AWS,aws-samples/aws-cloudwatch-snapshot-graphs-alert-context,2,16,2,100.0,12.5
AWS,aws-samples/aws-cloudwatch-building-dashboard-outside-aws-console,4,16,1,25.0,6.25
AWS,aws-samples/aws-blog-athena-custom-jdbc-credentials,2,8,0,0.0,0.0
AWS,aws-samples/aws-dbs-refarch-datalake,4,12,3,75.0,25.0
AWS,aws-samples/aws-iot-device-defender-workshop,4,12,2,50.0,16.666666666666664
AWS,aws-samples/aws-cloudformation-workshops,3,80,0,0.0,0.0
AWS,aws-samples/aws-deploy-spinnaker-halyard,3,7,0,0.0,0.0
AWS,aws-samples/amazon-sagemaker-BYOD-template,2,20,1,50.0,5.0
AWS,aws-samples/aws-step-functions-long-lived-transactions,2,8,1,50.0,12.5
AWS,aws-samples/amazon-cloudwatch-percentiles-high-volume-data-monitoring,4,16,2,50.0,12.5
AWS,aws-samples/amazon-rekognition-celebrity-detection-ios,3,26,2,66.66666666666666,7.6923076923076925
AWS,aws-samples/aws-vending-pipelines-workshop,1,7,1,100.0,14.285714285714285
AWS,aws-samples/aws-cloudformation-advanced-reinvent-2018,6,13,2,33.33333333333333,15.384615384615385
AWS,aws-samples/distributed-load-testing-using-aws-fargate,3,19,1,33.33333333333333,5.263157894736842
AWS,aws-samples/aws-cloudhsm-pkcs11-examples,16,14,7,43.75,50.0
AWS,aws-samples/aws-cloudformation-sap-abap-dev,1,8,1,100.0,12.5
AWS,aws-samples/aws-elemental-media-services-factory,4,13,2,50.0,15.384615384615385
AWS,aws-samples/aws-cdk-intro-workshop,54,27,12,22.22222222222222,44.44444444444444
AWS,aws-samples/aws-transcribe-streaming-example-java,3,10,2,66.66666666666666,20.0
AWS,aws-samples/aws-etl-microservice-redshift-datalake,2,8,1,50.0,12.5
AWS,aws-samples/amazon-gamelift-unity,3,9,2,66.66666666666666,22.22222222222222
AWS,aws-samples/realtime-web-analytics-workshop,3,80,1,33.33333333333333,1.25
AWS,aws-samples/amazon-sagemaker-stock-prediction-archived,3,8,0,0.0,0.0
AWS,aws-samples/aws-appsync-calorie-tracker-workshop,5,10,3,60.0,30.0
AWS,aws-samples/aws-application-auto-scaling-kinesis,2,9,2,100.0,22.22222222222222
AWS,aws-samples/amazon-fsx-workshop,6,11,5,83.33333333333334,45.45454545454545
AWS,aws-samples/amazon-lex-bi-bot,2,18,2,100.0,11.11111111111111
AWS,aws-samples/aws-iot-office-sensor,2,17,1,50.0,5.88235294117647
AWS,aws-samples/aws-serverless-security-workshop,17,9,0,0.0,0.0
AWS,aws-samples/data-protection,7,13,5,71.42857142857143,38.46153846153847
AWS,aws-samples/reinvent-2018-social-news-app,2,26,1,50.0,3.8461538461538463
AWS,aws-samples/amazon-serverless-datalake-workshop,4,82,3,75.0,3.6585365853658534
AWS,aws-samples/aws-lex-office365,2,7,1,50.0,14.285714285714285
AWS,aws-samples/aws-ml-data-lake-workshop,2,8,1,50.0,12.5
AWS,aws-samples/amazon-workspaces-portal-sample,4,9,1,25.0,11.11111111111111
AWS,aws-samples/serverless-ai-workshop,3,29,3,100.0,10.344827586206897
AWS,aws-samples/aws-security-workshops-jp,2,15,2,100.0,13.333333333333334
AWS,aws-samples/aws-reinvent2018-keeping-secrets,3,28,1,33.33333333333333,3.571428571428571
AWS,aws-samples/amazon-cloudfront-log-analysis,2,79,2,100.0,2.5316455696202533
AWS,aws-samples/amazon-sqs-samples,2,14,1,50.0,7.142857142857142
AWS,aws-samples/non-profit-blockchain,9,8,1,11.11111111111111,12.5
AWS,aws-samples/aws-greengrass-lambda-functions,4,22,2,50.0,9.090909090909092
AWS,aws-samples/amazon-freertos-iot-conveyor-belt,4,8,1,25.0,12.5
AWS,aws-samples/voteapp,18,35,7,38.88888888888889,20.0
AWS,aws-samples/amazon-redshift-tiered-storage,2,9,2,100.0,22.22222222222222
AWS,aws-samples/amazon-pinpoint-event-trigger-demo,1,8,1,100.0,12.5
AWS,aws-samples/reinvent2018-dev303-code,4,10,2,50.0,20.0
AWS,aws-samples/aws-waf-embargoed-countries-ofac,3,19,3,100.0,15.789473684210526
AWS,aws-samples/amazon-cloudfront-access-logs-queries,3,8,1,33.33333333333333,12.5
AWS,aws-samples/aws-aurora-cloudformation-samples,2,8,1,50.0,12.5
AWS,aws-samples/amazon-redshift-data-warehouse-migration,3,8,1,33.33333333333333,12.5
AWS,aws-samples/aws-cdk-reinvent-demo,4,27,3,75.0,11.11111111111111
AWS,aws-samples/aws-edge-compute-workshop,4,12,3,75.0,25.0
AWS,aws-samples/aws-reinvent-2019-trivia-game,7,30,3,42.857142857142854,10.0
AWS,aws-samples/aws-cicd-bluegreen,2,9,2,100.0,22.22222222222222
AWS,aws-samples/aws-cloudformation-assertion-examples,2,8,1,50.0,12.5
AWS,aws-samples/reinvent2018-arc329-builders-workshop,2,8,1,50.0,12.5
AWS,aws-samples/aws-codepipeline-cross-region-continuous-deployment,1,8,0,0.0,0.0
AWS,aws-samples/aws-reinvent2018-data-protection,2,27,0,0.0,0.0
AWS,aws-samples/serverless-sinatra-sample,11,21,1,9.090909090909092,4.761904761904762
AWS,aws-samples/amazon-sqs-java-temporary-queues-client-samples,3,14,2,66.66666666666666,14.285714285714285
AWS,aws-samples/route53-autonaming,3,8,2,66.66666666666666,25.0
AWS,aws-samples/aws-bookstore-demo-app,6,13,1,16.666666666666664,7.6923076923076925
AWS,aws-samples/amazon-redshift-query-patterns-and-optimizations,2,9,2,100.0,22.22222222222222
AWS,aws-samples/aws-amplify-auth-starters,2,26,0,0.0,0.0
AWS,aws-samples/amazon-rds-data-api-demo,3,8,2,66.66666666666666,25.0
AWS,aws-samples/building-a-realtime-data-platform-workshop,1,7,1,100.0,14.285714285714285
AWS,aws-samples/aws-deepracer-workshops,17,15,7,41.17647058823529,46.666666666666664
AWS,aws-samples/amazon-personalize-samples,16,15,5,31.25,33.33333333333333
AWS,aws-samples/amazon-forecast-samples,25,14,7,28.000000000000004,50.0
AWS,aws-samples/sagemaker-horovod-distributed-training,4,79,3,75.0,3.79746835443038
AWS,aws-samples/aws-securityhub-to-email,2,7,1,50.0,14.285714285714285
AWS,aws-samples/aws-securityhub-to-slack,3,7,1,33.33333333333333,14.285714285714285
AWS,aws-samples/amazon-cloudwatch-log-centralizer,2,8,1,50.0,12.5
AWS,aws-samples/reinvent2018-srv404-lambda-sagemaker,1,8,1,100.0,12.5
AWS,aws-samples/aws-secrets-manager-ssh-key-rotation,1,79,1,100.0,1.2658227848101267
AWS,aws-samples/aws-lambda-elixir-runtime,2,7,1,50.0,14.285714285714285
AWS,aws-samples/amazon-rekognition-engagement-meter,9,18,7,77.77777777777779,38.88888888888889
AWS,aws-samples/account-factory,2,9,2,100.0,22.22222222222222
AWS,aws-samples/cdk-sagemaker-notebook-workflow,2,10,2,100.0,20.0
AWS,aws-samples/amazon-lex-bot-deploy,4,13,2,50.0,15.384615384615385
AWS,aws-samples/amazon-sagemaker-container-with-fastai,2,8,1,50.0,12.5
AWS,aws-samples/amazon-aurora-proxysql-example,4,19,2,50.0,10.526315789473683
AWS,aws-samples/simple-websockets-chat-app,13,19,2,15.384615384615385,10.526315789473683
AWS,aws-samples/amazon-sagemaker-deepar-retail,2,8,1,50.0,12.5
AWS,aws-samples/amazon-sagemaker-architecting-for-ml,4,23,3,75.0,13.043478260869565
AWS,aws-samples/aws-fargate-pipeline-lambda-autoscaling,4,8,1,25.0,12.5
AWS,aws-samples/aurora-and-database-migration-labs,3,8,2,66.66666666666666,25.0
AWS,aws-samples/amazon-cognito-passwordless-email-auth,3,7,1,33.33333333333333,14.285714285714285
AWS,aws-samples/aws-dbs-refarch-graph,3,17,3,100.0,17.647058823529413
AWS,aws-samples/aws-research-workshops,4,19,3,75.0,15.789473684210526
AWS,aws-samples/amazon-fsx-tutorial,3,10,3,100.0,30.0
AWS,aws-samples/spotable-game-server,3,29,2,66.66666666666666,6.896551724137931
AWS,aws-samples/amazon-eks-machine-learning-with-terraform-and-kubeflow,3,20,1,33.33333333333333,5.0
AWS,aws-samples/accelerated-data-lake,6,8,1,16.666666666666664,12.5
AWS,aws-samples/aws-twitterbot-workshop,2,14,2,100.0,14.285714285714285
AWS,aws-samples/aws-fargate-log-aggregator-with-fluentd,2,15,1,50.0,6.666666666666667
AWS,aws-samples/dms-cloudformation-templates-generator,3,9,2,66.66666666666666,22.22222222222222
AWS,aws-samples/aws-iot-analytics-workshop,4,8,2,50.0,25.0
AWS,aws-samples/aws-scaling-threat-detection-workshop,8,27,3,37.5,11.11111111111111
AWS,aws-samples/aws-vulnerability-management-workshop,3,27,2,66.66666666666666,7.4074074074074066
AWS,aws-samples/golden-ami-pipeline-with-qualys,2,16,1,50.0,6.25
AWS,aws-samples/aws-identity-round-robin-workshop,11,27,4,36.36363636363637,14.814814814814813
AWS,aws-samples/amazon-sagemaker-custom-object-detection,2,8,1,50.0,12.5
AWS,aws-samples/alexa-skill-authentication,0,7,0,0.0,0.0
AWS,aws-samples/amazon-workmail-lambda-templates,6,12,5,83.33333333333334,41.66666666666667
AWS,aws-samples/aws-cdk-examples,99,28,14,14.14141414141414,50.0
AWS,aws-samples/amazon-sagemaker-script-mode,6,79,1,16.666666666666664,1.2658227848101267
AWS,aws-samples/amazon-ecs-mythicalmysfits-workshop,9,80,3,33.33333333333333,3.75
AWS,aws-samples/amazon-kinesis-replay,4,8,1,25.0,12.5
AWS,aws-samples/aws-kms-workshop,2,8,2,100.0,25.0
AWS,aws-samples/aws-codecommit-pull-request-aws-codebuild,2,10,2,100.0,20.0
AWS,aws-samples/aws-mnpbatch-template,2,7,0,0.0,0.0
AWS,aws-samples/aws-genomics-workflows,18,14,7,38.88888888888889,50.0
AWS,aws-samples/amazon-personalize-data-conversion-pipeline,1,22,1,100.0,4.545454545454546
AWS,aws-samples/create-react-app-auth-amplify,8,14,6,75.0,42.857142857142854
AWS,aws-samples/aws-codepipeline-dotnet-lambda,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/aws-iot-dotnet-publisher-http,3,79,1,33.33333333333333,1.2658227848101267
AWS,aws-samples/aws-scaling-threat-detection-workshop-jp,4,15,4,100.0,26.666666666666668
AWS,aws-samples/aws-sagemaker-pytorch-shop-by-style,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/protecting-workloads-workshop,6,27,2,33.33333333333333,7.4074074074074066
AWS,aws-samples/aws-container-devsecops-workshop,7,27,4,57.14285714285714,14.814814814814813
AWS,aws-samples/aws-tag-enforcement-service-catalog,2,16,2,100.0,12.5
AWS,aws-samples/amazon-comprehend-medical-image-deidentification,2,19,2,100.0,10.526315789473683
AWS,aws-samples/amazon-textract-enhancer,2,11,1,50.0,9.090909090909092
AWS,aws-samples/.github,3,7,3,100.0,42.857142857142854
AWS,aws-samples/aws-analytics-workshop-kr,2,8,2,100.0,25.0
AWS,aws-samples/game-server-glutamate,2,29,2,100.0,6.896551724137931
AWS,aws-samples/amazon-pinpoint-call-generator,3,8,1,33.33333333333333,12.5
AWS,aws-samples/amazon-sagemaker-optuna-hpo-blog,4,13,4,100.0,30.76923076923077
AWS,aws-samples/crud4dynamo,2,7,0,0.0,0.0
AWS,aws-samples/bulk-qa-with-amazon-sagemaker-ground-truth,2,18,1,50.0,5.555555555555555
AWS,aws-samples/appsync-refarch-realtime,6,26,2,33.33333333333333,7.6923076923076925
AWS,aws-samples/amazon-s3-crr-preexisting-objects,3,9,2,66.66666666666666,22.22222222222222
AWS,aws-samples/aws-cloudhsm-on-aws-lambda-sample,1,14,1,100.0,7.142857142857142
AWS,aws-samples/aws-cloudformation-apigw-sap-idocs,3,8,2,66.66666666666666,25.0
AWS,aws-samples/amazon-comprehend-medical-omop-notes-mapping,2,19,2,100.0,10.526315789473683
AWS,aws-samples/ctr-drbg-with-vector-aes-ni,2,20,1,50.0,5.0
AWS,aws-samples/aws-sagemaker-ground-truth-recipe,3,7,1,33.33333333333333,14.285714285714285
AWS,aws-samples/aws-systems-manager-database-voice-commands,2,8,1,50.0,12.5
AWS,aws-samples/aws-transit-gateway-egress-filtering,2,9,1,50.0,11.11111111111111
AWS,aws-samples/aws-media-services-tools,5,8,0,0.0,0.0
AWS,aws-samples/modernization-unicorn-store,2,25,1,50.0,4.0
AWS,aws-samples/amazon-sagemaker-examples-jp,14,13,4,28.57142857142857,30.76923076923077
AWS,aws-samples/aws-blog-firehose-custom-prefixes-for-s3-objects,2,8,1,50.0,12.5
AWS,aws-samples/sagemaker-ml-workflow-with-apache-airflow,3,10,1,33.33333333333333,10.0
AWS,aws-samples/amazon-kinesis-analytics-taxi-consumer,2,13,2,100.0,15.384615384615385
AWS,aws-samples/amazon-S3-cache-with-amazon-elasticache-redis,2,11,2,100.0,18.181818181818183
AWS,aws-samples/managing-eks-clusters-with-rancher,2,8,1,50.0,12.5
AWS,aws-samples/alexa-web-information-service-api-samples,3,9,3,100.0,33.33333333333333
AWS,aws-samples/aws-lambda-subminute-invocation,2,7,1,50.0,14.285714285714285
AWS,aws-samples/alexa-top-sites-api-samples,3,9,3,100.0,33.33333333333333
AWS,aws-samples/aws-cdk-changelogs-demo,5,30,2,40.0,6.666666666666667
AWS,aws-samples/aws-aurora-serverless-data-api-sam,3,11,1,33.33333333333333,9.090909090909092
AWS,aws-samples/amazon-comprehend-doc-search,4,19,2,50.0,10.526315789473683
AWS,aws-samples/aws-cloudformation-parameter-table-generator,2,9,2,100.0,22.22222222222222
AWS,aws-samples/amazon-redshift-modernize-dw,3,9,3,100.0,33.33333333333333
AWS,aws-samples/amazon-transcribe-news-media-analysis,8,18,5,62.5,27.77777777777778
AWS,aws-samples/aws-elemental-qvbr-tools,2,12,2,100.0,16.666666666666664
AWS,aws-samples/aws-code-suite-for-atlassian-connect,3,22,2,66.66666666666666,9.090909090909092
AWS,aws-samples/aws-service-catalog-terraform-reference-architecture,4,9,2,50.0,22.22222222222222
AWS,aws-samples/amazon-workspaces-linux-puppet-sample,3,8,2,66.66666666666666,25.0
AWS,aws-samples/aws-appsync-cwl-migrator,2,14,0,0.0,0.0
AWS,aws-samples/amazon-k8s-node-drainer,12,18,6,50.0,33.33333333333333
AWS,aws-samples/aws-lambda-ruby-dog-rating-app,2,8,2,100.0,25.0
AWS,aws-samples/aws-lambda-railsconf,3,10,1,33.33333333333333,10.0
AWS,aws-samples/amazon-emr-optimize-data-processing,1,8,0,0.0,0.0
AWS,aws-samples/aws-eks-deep-learning-benchmark,5,15,2,40.0,13.333333333333334
AWS,aws-samples/aws-service-catalog-preventive-control,2,11,2,100.0,18.181818181818183
AWS,aws-samples/aws-serverless-airline-booking,12,14,3,25.0,21.428571428571427
AWS,aws-samples/amazon-sagemaker-modeldb-sync,1,8,1,100.0,12.5
AWS,aws-samples/aws-lambda-layer-kubectl,8,9,2,25.0,22.22222222222222
AWS,aws-samples/aws-lambda-layer-awscli,7,8,1,14.285714285714285,12.5
AWS,aws-samples/amazon-aurora-labs-for-mysql,11,12,3,27.27272727272727,25.0
AWS,aws-samples/sql-database-client-side-encryption-example-application,2,8,1,50.0,12.5
AWS,aws-samples/gitlab-to-codecommit-migration,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/aws-transit-gateway-overlapping-cidrs,2,8,2,100.0,25.0
AWS,aws-samples/amazon-kinesis-data-analytics-java-examples,2,11,1,50.0,9.090909090909092
AWS,aws-samples/amazon-ec2-mssql-workshop,3,8,2,66.66666666666666,25.0
AWS,aws-samples/linux-container-primitives-presentation-notebooks,2,8,1,50.0,12.5
AWS,aws-samples/aws-account-vending-machine,2,9,1,50.0,11.11111111111111
AWS,aws-samples/megafrograce-gamelift-realtime-servers-sample,3,13,2,66.66666666666666,15.384615384615385
AWS,aws-samples/redshift-immersionday-labs,6,79,2,33.33333333333333,2.5316455696202533
AWS,aws-samples/aws-iot-core-http-sigv4-dotnet-app,4,79,2,50.0,2.5316455696202533
AWS,aws-samples/amazon-rds-sizing-sample,2,8,2,100.0,25.0
AWS,aws-samples/containerized-game-servers,5,29,3,60.0,10.344827586206897
AWS,aws-samples/amazon-cognito-gamelogin-sample,3,13,2,66.66666666666666,15.384615384615385
AWS,aws-samples/aws-deeplens-worker-safety-project,3,9,2,66.66666666666666,22.22222222222222
AWS,aws-samples/aws-iot-core-python-node-sigv4-https,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/amazon-textract-textractor,10,9,3,30.0,33.33333333333333
AWS,aws-samples/aws-transit-gateway-egress-vpc-demo,2,17,2,100.0,11.76470588235294
AWS,aws-samples/cloud-builders-day-elastic-beanstalk-workshop,1,8,0,0.0,0.0
AWS,aws-samples/aws-amplify-react-native-events-app-workshop,2,8,1,50.0,12.5
AWS,aws-samples/amazon-polly-mp3-for-microsoft-word,2,9,1,50.0,11.11111111111111
AWS,aws-samples/cloud-experiments,3,8,2,66.66666666666666,25.0
AWS,aws-samples/amazon-textract-response-parser,7,9,3,42.857142857142854,33.33333333333333
AWS,aws-samples/amazon-chime-private-bot-demo,2,7,0,0.0,0.0
AWS,aws-samples/automating-aws-migration-with-cloudendure-scripts,2,18,1,50.0,5.555555555555555
AWS,aws-samples/ai-services-workshop,4,8,2,50.0,25.0
AWS,aws-samples/aws-iam-accessadvisor-permissionboundary,1,7,0,0.0,0.0
AWS,aws-samples/amazon-documentdb-serverless-samples,3,9,2,66.66666666666666,22.22222222222222
AWS,aws-samples/amazon-sagemaker-ground-truth-task-uis,4,12,0,0.0,0.0
AWS,aws-samples/aws-xray-serverless-samples,1,16,1,100.0,6.25
AWS,aws-samples/aws-cloudformation-security-automation-for-wazuh,2,19,1,50.0,5.263157894736842
AWS,aws-samples/amazon-textract-serverless-large-scale-document-processing,4,9,3,75.0,33.33333333333333
AWS,aws-samples/aws-eda-workshops,5,10,3,60.0,30.0
AWS,aws-samples/amazon-sagemaker-notebook-instance-lifecycle-config-samples,21,17,5,23.809523809523807,29.411764705882355
AWS,aws-samples/amazon-textract-code-samples,7,9,3,42.857142857142854,33.33333333333333
AWS,aws-samples/aws-iot-core-dotnet-app-mqtt-over-websockets-sigv4,4,79,2,50.0,2.5316455696202533
AWS,aws-samples/aws-iot-jobs-python,2,8,1,50.0,12.5
AWS,aws-samples/amazon-api-gateway-mutating-webhook-for-k8,3,8,2,66.66666666666666,25.0
AWS,aws-samples/aws-systems-manager-lifecycle-management,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/amazon-cloudwatch-container-insights,12,16,6,50.0,37.5
AWS,aws-samples/aws-govcloud-continuous-monitoring,2,8,1,50.0,12.5
AWS,aws-samples/aws-sdk-getting-started-message-of-the-day,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/aws-cloudformation-conditional-launch,2,8,1,50.0,12.5
AWS,aws-samples/aws-serverless-app-portability,2,79,2,100.0,2.5316455696202533
AWS,aws-samples/aws-serverless-connect-wallboard,2,10,2,100.0,20.0
AWS,aws-samples/amazon-cognito-example-for-external-idp,6,10,1,16.666666666666664,10.0
AWS,aws-samples/amazon-lex-connect-workshop,3,14,2,66.66666666666666,14.285714285714285
AWS,aws-samples/amazon-freertos-ota-scripts,4,18,2,50.0,11.11111111111111
AWS,aws-samples/protecting-your-iot-fleet,3,80,2,66.66666666666666,2.5
AWS,aws-samples/seq2seq-asr-misbehaves,2,10,2,100.0,20.0
AWS,aws-samples/aws-serverless-workshop-greater-china-region,12,35,5,41.66666666666667,14.285714285714285
AWS,aws-samples/amazon-kinesis-data-analytics-flinktableapi,2,79,2,100.0,2.5316455696202533
AWS,aws-samples/amazon-textract-comprehend-OCRimage-search-and-analyze,3,19,1,33.33333333333333,5.263157894736842
AWS,aws-samples/aws-dog-no-dog,4,16,2,50.0,12.5
AWS,aws-samples/aws-saas-factory-postgresql-rls,4,22,2,50.0,9.090909090909092
AWS,aws-samples/aws-elastic-inference-tensorflow-examples,2,7,0,0.0,0.0
AWS,aws-samples/d-SNE,4,9,2,50.0,22.22222222222222
AWS,aws-samples/amazon-elastic-inference-eks,3,79,3,100.0,3.79746835443038
AWS,aws-samples/aws-workshop-for-win-dotnet-mssql,6,21,6,100.0,28.57142857142857
AWS,aws-samples/aws-reinforce2019-ppe-detection-demo,3,9,3,100.0,33.33333333333333
AWS,aws-samples/amazon-kinesis-analytics-beam-taxi-consumer,4,13,1,25.0,7.6923076923076925
AWS,aws-samples/amazon-mq-migration-from-ibm-mq,2,9,1,50.0,11.11111111111111
AWS,aws-samples/parallelize-ml-inference,2,79,0,0.0,0.0
AWS,aws-samples/amazon-sagemaker-aws-greengrass-custom-object-detection-model,2,7,0,0.0,0.0
AWS,aws-samples/sample-microservice-with-spinnaker,1,79,0,0.0,0.0
AWS,aws-samples/aws-serverless-workshop-decoupled-architecture,2,20,2,100.0,10.0
AWS,aws-samples/cloudfront-authorization-at-edge,15,9,1,6.666666666666667,11.11111111111111
AWS,aws-samples/amazon-eks-refarch-cloudformation,4,8,2,50.0,25.0
AWS,aws-samples/outbound-vpc-filtering-proxy,4,8,1,25.0,12.5
AWS,aws-samples/amazon-ec2-native-infrastructure-security-workshop,3,27,3,100.0,11.11111111111111
AWS,aws-samples/amazon-cognito-facial-recognition-auth,3,8,1,33.33333333333333,12.5
AWS,aws-samples/aws-sdk-js-v3-workshop,10,13,3,30.0,23.076923076923077
AWS,aws-samples/mlops-amazon-sagemaker-devops-with-ml,4,22,3,75.0,13.636363636363635
AWS,aws-samples/eks-canary-deployment-stepfunction,2,8,1,50.0,12.5
AWS,aws-samples/amazon-ecs-fluent-bit-daemon-service,4,16,3,75.0,18.75
AWS,aws-samples/aws-cloudformation-publisher,4,18,4,100.0,22.22222222222222
AWS,aws-samples/amazon-ec2-global-dashboard,2,8,2,100.0,25.0
AWS,aws-samples/comprehend-medical-samples,1,13,1,100.0,7.6923076923076925
AWS,aws-samples/aws-iot-core-workshop,3,9,2,66.66666666666666,22.22222222222222
AWS,aws-samples/aws-iot-analytics-data-lake-integration-scripts,2,8,2,100.0,25.0
AWS,aws-samples/rdbms-to-dynamodb-with-awsglue,2,8,2,100.0,25.0
AWS,aws-samples/eks-workshop-greater-china,10,35,5,50.0,14.285714285714285
AWS,aws-samples/dynamodb-history-storer,3,8,1,33.33333333333333,12.5
AWS,aws-samples/aws-amplify-swiftui-demo,1,8,1,100.0,12.5
AWS,aws-samples/ml-gameday-tutorial,5,20,1,20.0,5.0
AWS,aws-samples/TensorFlow-in-SageMaker-workshop,3,8,0,0.0,0.0
AWS,aws-samples/aws-elasticache-cluster-mode,1,79,0,0.0,0.0
AWS,aws-samples/amazon-sagemaker-to-aws-lambda-pipeline-blogpost,2,9,2,100.0,22.22222222222222
AWS,aws-samples/cloudfront-versioned-file-retrieval-using-aws-cpp-sdk,3,13,1,33.33333333333333,7.6923076923076925
AWS,aws-samples/aws-securityhub-config-integration,3,9,1,33.33333333333333,11.11111111111111
AWS,aws-samples/iot-provisioning-secretfree,3,22,1,33.33333333333333,4.545454545454546
AWS,aws-samples/aws-systems-manager-amazon-ebs-management,2,9,2,100.0,22.22222222222222
AWS,aws-samples/aws-service-catalog-for-data-lake-hydration,2,8,2,100.0,25.0
AWS,aws-samples/amazon-elasticache-samples,5,11,4,80.0,36.36363636363637
AWS,aws-samples/mask-rcnn-tensorflow,4,11,3,75.0,27.27272727272727
AWS,aws-samples/aws-braziltechtalk2019-cicd-demo,2,24,2,100.0,8.333333333333332
AWS,aws-samples/aws-ai-optimized-models,2,12,1,50.0,8.333333333333332
AWS,aws-samples/amazon-translate-custom-terminologies,1,13,1,100.0,7.6923076923076925
AWS,aws-samples/amazon-workspaces-disaster-recovery-example,2,8,2,100.0,25.0
AWS,aws-samples/amazon-sagemaker-object-detection-from-scratch,2,12,2,100.0,16.666666666666664
AWS,aws-samples/aws-secure-access-infrastructure-identity-workshop,5,27,3,60.0,11.11111111111111
AWS,aws-samples/amazon-sagemaker-cdk-examples,2,43,2,100.0,4.651162790697675
AWS,aws-samples/aws-news-feed-chime-webhook,2,8,1,50.0,12.5
AWS,aws-samples/aws-codebuild-polyglot-application,3,9,1,33.33333333333333,11.11111111111111
AWS,aws-samples/ecs-mesh-workshop,2,8,2,100.0,25.0
AWS,aws-samples/amazon-inspector-network-reachability-workshop,3,27,3,100.0,11.11111111111111
AWS,aws-samples/amazon-pinpoint-lex-bot,5,12,2,40.0,16.666666666666664
AWS,aws-samples/amazon-qldb-dmv-sample-java,8,19,5,62.5,26.31578947368421
AWS,aws-samples/amazon-sagemaker-healthcare-fraud-detection,2,13,2,100.0,15.384615384615385
AWS,aws-samples/amazon-redshift-with-cloudformation,2,8,1,50.0,12.5
AWS,aws-samples/amazon-pinpoint-connect-callback-requestor,4,12,1,25.0,8.333333333333332
AWS,aws-samples/aws-certificate-authorization-for-sap,3,8,1,33.33333333333333,12.5
AWS,aws-samples/connected-drink-dispenser-workshop,6,11,2,33.33333333333333,18.181818181818183
AWS,aws-samples/aws-remote-desktop-for-eda,3,10,3,100.0,30.0
AWS,aws-samples/aws-modernization-with-contrastsecurity,3,29,1,33.33333333333333,3.4482758620689653
