framework,sample,contributors,authors,authors_in_contributors,%_of_author_in_contributors_in_contributors,%_of_author_in_contributors_in_authors
AWS,aws-samples/aws-lambda-rdbms-integration,2,19,2,100.0,10.526315789473683
AWS,aws-samples/aws-iot-elf,5,16,2,40.0,12.5
AWS,aws-samples/lambda-refarch-voteapp,6,106,2,33.33333333333333,1.8867924528301887
AWS,aws-samples/aws-iotbot,2,10,2,100.0,20.0
AWS,aws-samples/aws-s3-artifact-manager-sample,1,24,1,100.0,4.166666666666666
AWS,aws-samples/aws-serverless-chatbot-sample,3,31,1,33.33333333333333,3.225806451612903
AWS,aws-samples/aws-lambda-fanout,14,14,2,14.285714285714285,14.285714285714285
AWS,aws-samples/ecs-machine-learning,2,79,0,0.0,0.0
AWS,aws-samples/aws-lambda-mirror-dns-function,1,11,0,0.0,0.0
AWS,aws-samples/ecs-refarch-cloudformation,18,10,1,5.555555555555555,10.0
AWS,aws-samples/aws-device-farm-appium-python-tests-for-ios-sample-app,1,26,0,0.0,0.0
AWS,aws-samples/aws-device-farm-appium-python-tests-for-android-sample-app,3,26,1,33.33333333333333,3.8461538461538463
AWS,aws-samples/aws-device-farm-xctest-ui-tests-for-ios-sample-app,3,26,1,33.33333333333333,3.8461538461538463
AWS,aws-samples/lambda-java8-dynamodb,2,79,2,100.0,2.5316455696202533
AWS,aws-samples/aws-serverless-crud-sample,0,21,0,0.0,0.0
AWS,aws-samples/aws-database-migration-samples,6,12,1,16.666666666666664,8.333333333333332
AWS,aws-samples/eb-java-scorekeep,3,18,1,33.33333333333333,5.555555555555555
AWS,aws-samples/eb-php-drupal,3,17,3,100.0,17.647058823529413
AWS,aws-samples/eb-php-wordpress,4,17,2,50.0,11.76470588235294
AWS,aws-samples/aws-lambda-lifecycle-hooks-function,5,9,1,20.0,11.11111111111111
AWS,aws-samples/swift-ecs-workshop,7,7,1,14.285714285714285,14.285714285714285
AWS,aws-samples/aws-serverless-workshops,61,115,16,26.229508196721312,13.91304347826087
AWS,aws-samples/ecs-deep-learning-workshop,5,79,3,60.0,3.79746835443038
AWS,aws-samples/aws-codepipeline-time-windows,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/aws-codepipeline-synthetic-tests,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/pywren-workshops,1,11,1,100.0,9.090909090909092
AWS,aws-samples/aws-research-cloud,2,10,2,100.0,20.0
AWS,aws-samples/aws-xray-dotnet-webapp,7,13,3,42.857142857142854,23.076923076923077
AWS,aws-samples/startup-kit-serverless-workload,4,80,3,75.0,3.75
AWS,aws-samples/aws-serverless-samfarm,1,21,1,100.0,4.761904761904762
AWS,aws-samples/aws-cidr-finder,3,10,1,33.33333333333333,10.0
AWS,aws-samples/ecs-cid-sample,4,98,2,50.0,2.0408163265306123
AWS,aws-samples/startup-kit-templates,13,82,5,38.46153846153847,6.097560975609756
AWS,aws-samples/aws-cfn-umbraco-load-balancing-template,2,16,1,50.0,6.25
AWS,aws-samples/aws-cicd-docker-containers,3,79,2,66.66666666666666,2.5316455696202533
AWS,aws-samples/lambda-kotlin-groovy-example,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/aws-lex-convo-bot-example,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/aws-ebs-custodian,2,79,0,0.0,0.0
AWS,aws-samples/lambda-refarch-imagerecognition,13,82,2,15.384615384615385,2.4390243902439024
AWS,aws-samples/mturk-code-samples,5,8,1,20.0,12.5
AWS,aws-samples/codebuild-images,1,79,0,0.0,0.0
AWS,aws-samples/ecs-refarch-batch-processing,2,29,0,0.0,0.0
AWS,aws-samples/opsworks-chef-automate-demo,3,11,1,33.33333333333333,9.090909090909092
AWS,aws-samples/aws-elastic-volumes,1,7,1,100.0,14.285714285714285
AWS,aws-samples/eb-custom-platforms-samples,9,17,3,33.33333333333333,17.647058823529413
AWS,aws-samples/amazon-ai-building-better-bots,8,8,2,25.0,25.0
AWS,aws-samples/aws-step-functions-ebs-snapshot-mgmt,2,79,2,100.0,2.5316455696202533
AWS,aws-samples/aws-gaming-unity-labs-sample,2,79,0,0.0,0.0
AWS,aws-samples/sync-buckets-state-machine,6,9,0,0.0,0.0
AWS,aws-samples/aws-photosharing-example,3,10,2,66.66666666666666,20.0
AWS,aws-samples/flink-stream-processing-refarch,2,9,1,50.0,11.11111111111111
AWS,aws-samples/elasticache-refarch-chatapp,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/immersive-media-refarch,4,79,1,25.0,1.2658227848101267
AWS,aws-samples/amazon-lex-twilio-integration,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/sbs-iot-data-generator,3,79,1,33.33333333333333,1.2658227848101267
AWS,aws-samples/aws-glue-samples,16,13,4,25.0,30.76923076923077
AWS,aws-samples/aws-batch-genomics,7,28,3,42.857142857142854,10.714285714285714
AWS,aws-samples/ecs-blue-green-deployment,5,79,3,60.0,3.79746835443038
AWS,aws-samples/aws-cognito-apigw-angular-auth,9,10,3,33.33333333333333,30.0
AWS,aws-samples/aws-lex-web-ui,14,20,5,35.714285714285715,25.0
AWS,aws-samples/codepipeline-nested-cfn,5,9,2,40.0,22.22222222222222
AWS,aws-samples/aws-greengrass-mini-fulfillment,5,80,2,40.0,2.5
AWS,aws-samples/amazon-ecs-java-microservices,5,80,0,0.0,0.0
AWS,aws-samples/aws-pipeline-to-service-catalog,4,18,3,75.0,16.666666666666664
AWS,aws-samples/aws-rekognition-workshop-twitter-bot,1,10,0,0.0,0.0
AWS,aws-samples/aws-lambda-iot-button,2,7,1,50.0,14.285714285714285
AWS,aws-samples/aws-refarch-wordpress,5,79,3,60.0,3.79746835443038
AWS,aws-samples/amazon-rekognition-video-analyzer,1,79,0,0.0,0.0
AWS,aws-samples/aws-cloudformation-validator,2,18,2,100.0,11.11111111111111
AWS,aws-samples/dynamodb-restore-continuous-backup,2,18,1,50.0,5.555555555555555
AWS,aws-samples/aws-gamelift-sample,6,17,4,66.66666666666666,23.52941176470588
AWS,aws-samples/aws-refarch-drupal,5,79,3,60.0,3.79746835443038
AWS,aws-samples/cloudwatch-dashboards-cloudformation-sample,1,9,0,0.0,0.0
AWS,aws-samples/amazon-lex-bot-export,4,19,2,50.0,10.526315789473683
AWS,aws-samples/lambda-refarch-image-moderation-chatbot,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/serverless-codecommit-examples,4,79,3,75.0,3.79746835443038
AWS,aws-samples/aws-workshop-for-kubernetes,79,13,7,8.860759493670885,53.84615384615385
AWS,aws-samples/aws-codebuild-multiple-buildspec,4,9,3,75.0,33.33333333333333
AWS,aws-samples/aws-serverless-sns-fanout,4,79,2,50.0,2.5316455696202533
AWS,aws-samples/ecs-canary-blue-green-deployment,4,79,1,25.0,1.2658227848101267
AWS,aws-samples/aws-ai-qna-bot,19,21,6,31.57894736842105,28.57142857142857
AWS,aws-samples/ecs-refarch-task-rebalancing,2,82,2,100.0,2.4390243902439024
AWS,aws-samples/aws-redshift-spectrum-poc,4,79,2,50.0,2.5316455696202533
AWS,aws-samples/aws-ecs-scheduled-tasks,2,79,2,100.0,2.5316455696202533
AWS,aws-samples/aws-cognito-quicksight-auth,5,10,1,20.0,10.0
AWS,aws-samples/aws-ai-bootcamp-labs,3,10,0,0.0,0.0
AWS,aws-samples/specialty-practice-code-samples,2,11,2,100.0,18.181818181818183
AWS,aws-samples/aws-cognito-java-desktop-app,10,18,3,30.0,16.666666666666664
AWS,aws-samples/aws-lex-net-chatbot,5,8,2,40.0,25.0
AWS,aws-samples/aws-codepipeline-stepfunctions,4,18,3,75.0,16.666666666666664
AWS,aws-samples/aws-cognito-dot-net-desktop-app,5,18,3,60.0,16.666666666666664
AWS,aws-samples/aws-security-odyssey,6,79,4,66.66666666666666,5.063291139240507
AWS,aws-samples/aws-lambda-deploy,5,21,3,60.0,14.285714285714285
AWS,aws-samples/dba-automation-scripts,1,11,0,0.0,0.0
AWS,aws-samples/aws-iot-chat-example,13,16,2,15.384615384615385,12.5
AWS,aws-samples/amazon-lex-skype-integration,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/serverless-hotdog-detector,2,79,2,100.0,2.5316455696202533
AWS,aws-samples/chalice-workshop,8,12,4,50.0,33.33333333333333
AWS,aws-samples/aws-mobile-appsync-events-starter-ios,11,26,3,27.27272727272727,11.538461538461538
AWS,aws-samples/amazon-lex-customerservice-workshop,6,83,1,16.666666666666664,1.2048192771084338
AWS,aws-samples/aws-lambda-manage-rds-connections,3,79,1,33.33333333333333,1.2658227848101267
AWS,aws-samples/aws-code-snippets,2,96,1,50.0,1.0416666666666665
AWS,aws-samples/aws-mobile-ios-notes-tutorial,7,26,1,14.285714285714285,3.8461538461538463
AWS,aws-samples/amazon-efs-workshop,5,9,2,40.0,22.22222222222222
AWS,aws-samples/aws-containers-task-definitions,8,86,2,25.0,2.3255813953488373
AWS,aws-samples/blog-multi-region-serverless-service,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/amazon-rekognition-reviewing-user-content,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/aws-greengrass-samples,17,19,5,29.411764705882355,26.31578947368421
AWS,aws-samples/amazon-lex-bot-test,4,8,2,50.0,25.0
AWS,aws-samples/aws-hybrid-storage-workshop,3,80,1,33.33333333333333,1.25
AWS,aws-samples/ecs-opentracing,2,85,1,50.0,1.1764705882352942
AWS,aws-samples/busy-engineers-encryption-sdk,5,29,2,40.0,6.896551724137931
AWS,aws-samples/reactive-refarch-cloudformation,7,10,3,42.857142857142854,30.0
AWS,aws-samples/serverless-automated-cost-controls,2,81,0,0.0,0.0
AWS,aws-samples/aws-codecommit-pull-request-utils,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/aws-xray-cloudwatch-event,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/amazon-efs-tutorial,3,9,2,66.66666666666666,22.22222222222222
AWS,aws-samples/aws-serverless-config-rules-workshop,3,81,3,100.0,3.7037037037037033
AWS,aws-samples/aws-media-services-simple-live-workflow,6,13,3,50.0,23.076923076923077
AWS,aws-samples/aws-media-services-simple-vod-workflow,6,13,3,50.0,23.076923076923077
AWS,aws-samples/finding-missing-persons-using-social-media-and-amazon-rekognition,3,79,1,33.33333333333333,1.2658227848101267
AWS,aws-samples/amazon-cloud-directory-sample,2,7,1,50.0,14.285714285714285
AWS,aws-samples/aws-with,2,8,0,0.0,0.0
AWS,aws-samples/aws-codecommit-serverless-backup,3,18,1,33.33333333333333,5.555555555555555
AWS,aws-samples/aws-secure-cross-account-data-loader,2,8,1,50.0,12.5
AWS,aws-samples/serverless-data-analytics,4,79,4,100.0,5.063291139240507
AWS,aws-samples/aws-sentiment-analysis-mxnet-gluon,4,10,1,25.0,10.0
AWS,aws-samples/reinvent-fine-tune-mxnet-model-for-ios-coreml,3,79,1,33.33333333333333,1.2658227848101267
AWS,aws-samples/field-level-encryption-sample,3,79,3,100.0,3.79746835443038
AWS,aws-samples/robocarrally,3,18,2,66.66666666666666,11.11111111111111
AWS,aws-samples/amazon-sumerian-arkit-starter-app,3,10,1,33.33333333333333,10.0
AWS,aws-samples/aws-xray-scatter-sample,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/aws-lambda-edge-workshops,5,11,3,60.0,27.27272727272727
AWS,aws-samples/ecs-refarch-mixed-mode,2,19,2,100.0,10.526315789473683
AWS,aws-samples/arc325-multiple-accounts-workshop,1,12,1,100.0,8.333333333333332
AWS,aws-samples/aws-building-data-lake-reinvent-session-stg206,3,79,2,66.66666666666666,2.5316455696202533
AWS,aws-samples/aws-cloudtrail-analyzer-workshop,2,7,1,50.0,14.285714285714285
AWS,aws-samples/reinvent-2017-deeplens-workshop,3,10,1,33.33333333333333,10.0
AWS,aws-samples/ecs-refarch-cloudformation-windows,2,98,1,50.0,1.0204081632653061
AWS,aws-samples/amazon-es-check-cw-alarms,2,18,1,50.0,5.555555555555555
AWS,aws-samples/authorization-lambda-at-edge,5,79,3,60.0,3.79746835443038
AWS,aws-samples/emr-presto-query-event-listener,2,18,2,100.0,11.11111111111111
AWS,aws-samples/aws-kube-codesuite,5,22,1,20.0,4.545454545454546
AWS,aws-samples/amazon-aurora-migration-azure-sqldb-to-aurora-mysql,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/aws-ecs-windows-aspnet,5,79,1,20.0,1.2658227848101267
AWS,aws-samples/amazon-guardduty-to-slack,8,9,3,37.5,33.33333333333333
AWS,aws-samples/amazon-guardduty-multiaccount-scripts,8,10,3,37.5,30.0
AWS,aws-samples/aws-mobile-appsync-chat-starter-angular,6,26,4,66.66666666666666,15.384615384615385
AWS,aws-samples/aws-microservices-deploy-options,16,8,3,18.75,37.5
AWS,aws-samples/aws-codebuild-samples,5,14,1,20.0,7.142857142857142
AWS,aws-samples/lambda-go-samples,4,10,1,25.0,10.0
AWS,aws-samples/amazonmq-invoke-aws-lambda,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/cookiecutter-aws-sam-python,9,14,2,22.22222222222222,14.285714285714285
AWS,aws-samples/aws-codebuild-custom-raspbian-builder,2,79,0,0.0,0.0
AWS,aws-samples/aws-xray-kubernetes,6,9,1,16.666666666666664,11.11111111111111
AWS,aws-samples/step-functions-ruby-activity-worker,2,9,2,100.0,22.22222222222222
AWS,aws-samples/aws-cross-account-serverless-microservices,3,11,2,66.66666666666666,18.181818181818183
AWS,aws-samples/moodle-mod_appstream,2,8,2,100.0,25.0
AWS,aws-samples/amazon-guardduty-hands-on,11,27,4,36.36363636363637,14.814814814814813
AWS,aws-samples/amazon-sumerian-arcore-starter-app,3,10,0,0.0,0.0
AWS,aws-samples/amazon-workmail-demo-ews-push-notifications,2,8,1,50.0,12.5
AWS,aws-samples/headpose-estimator-apache-mxnet,2,10,2,100.0,20.0
AWS,aws-samples/amazon-guardduty-alexa-sample,2,79,2,100.0,2.5316455696202533
AWS,aws-samples/aws-amplify-graphql,11,61,6,54.54545454545454,9.836065573770492
AWS,aws-samples/aws-codepipeline-custom-job-worker-for-jfrog-artifactory,4,13,2,50.0,15.384615384615385
AWS,aws-samples/aws-sagemaker-segmentation-example,2,10,2,100.0,20.0
AWS,aws-samples/aws-kube-cni,3,22,2,66.66666666666666,9.090909090909092
AWS,aws-samples/aws-refarch-moodle,5,20,3,60.0,15.0
AWS,aws-samples/aws-golden-ami-pipeline-sample,4,22,3,75.0,13.636363636363635
AWS,aws-samples/aws-sagemaker-build,3,19,1,33.33333333333333,5.263157894736842
AWS,aws-samples/aws-ml-vision-end2end,3,10,3,100.0,30.0
AWS,aws-samples/amazon-ecs-catsndogs-workshop,11,11,3,27.27272727272727,27.27272727272727
AWS,aws-samples/aws-hpc-workshops,2,82,1,50.0,1.2195121951219512
AWS,aws-samples/SageMaker_seq2seq_WordPronunciation,2,10,1,50.0,10.0
AWS,aws-samples/aws-service-catalog-reference-architectures,15,31,6,40.0,19.35483870967742
AWS,aws-samples/aws-saas-factory-bootcamp,3,22,3,100.0,13.636363636363635
AWS,aws-samples/aws-cloudformation-get-att-from-param,2,79,0,0.0,0.0
AWS,aws-samples/aws-lambda-edge-rugby-blog-example,2,21,0,0.0,0.0
AWS,aws-samples/amazon-dax-lambda-nodejs-sample,4,10,2,50.0,20.0
AWS,aws-samples/aws-cost-explorer-report,4,9,1,25.0,11.11111111111111
AWS,aws-samples/aws-s3-nosql-offloading-blog,3,8,2,66.66666666666666,25.0
AWS,aws-samples/amazon-neptune-samples,16,95,5,31.25,5.263157894736842
AWS,aws-samples/aws-sns-samples,2,9,1,50.0,11.11111111111111
AWS,aws-samples/cookiecutter-aws-sam-pipeline,3,14,2,66.66666666666666,14.285714285714285
AWS,aws-samples/aws-elasticache-retail-dashboard,4,79,1,25.0,1.2658227848101267
AWS,aws-samples/aws-dms-archive-data,4,79,1,25.0,1.2658227848101267
AWS,aws-samples/amazon-sagemaker-brain-segmentation,2,11,2,100.0,18.181818181818183
AWS,aws-samples/amazon-elasticsearch-service-with-authentication,3,8,0,0.0,0.0
AWS,aws-samples/aws-dbs-refarch-edw,3,15,2,66.66666666666666,13.333333333333334
AWS,aws-samples/aws-amazonmq-apachecamel-sample,2,10,1,50.0,10.0
AWS,aws-samples/amazon-sagemaker-keras-text-classification,6,82,2,33.33333333333333,2.4390243902439024
AWS,aws-samples/aws-safe-lambda-deployments,2,91,0,0.0,0.0
AWS,aws-samples/amazon-kinesis-sagemaker-promotion-recommendations,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/amazon-ecs-fargate-aspnetcore,5,13,0,0.0,0.0
AWS,aws-samples/amazon-guardduty-waf-acl,4,79,2,50.0,2.5316455696202533
AWS,aws-samples/amazon-kinesis-socket-server-sample,2,7,1,50.0,14.285714285714285
AWS,aws-samples/aws-sagemaker-ml-blog-predictive-campaigns,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/aws-concurrent-data-orchestration-pipeline-emr-livy,2,8,2,100.0,25.0
AWS,aws-samples/amazon-sagemaker-cloudformation-custom-resource,2,9,2,100.0,22.22222222222222
AWS,aws-samples/aws-security-workshops,11,27,4,36.36363636363637,14.814814814814813
AWS,aws-samples/emr-tls-security,2,18,2,100.0,11.11111111111111
AWS,aws-samples/aws-etl-orchestrator,1,79,0,0.0,0.0
AWS,aws-samples/copy-encrypted-ami,7,11,1,14.285714285714285,9.090909090909092
AWS,aws-samples/amazon-aurora-pgpool-example,3,79,1,33.33333333333333,1.2658227848101267
AWS,aws-samples/aws-xray-fargate,2,79,1,50.0,1.2658227848101267
AWS,aws-samples/aws-net-guides,8,10,1,12.5,10.0
AWS,aws-samples/aws-iot-device-defender-agent-sdk-python,6,11,2,33.33333333333333,18.181818181818183
AWS,aws-samples/aws-deeplens-coffee-leaderboard,3,7,1,33.33333333333333,14.285714285714285
AWS,aws-samples/kubernetes-for-java-developers,5,9,0,0.0,0.0
AWS,aws-samples/opsworks-chef-automate-kubernetes,3,8,1,33.33333333333333,12.5
AWS,aws-samples/aws-media-services-vod-automation,5,13,2,40.0,15.384615384615385
AWS,aws-samples/aws-service-catalog-portfolio-partition,2,18,1,50.0,5.555555555555555
AWS,aws-samples/aws-serverless-stream-ingest-transform-load,2,92,1,50.0,1.0869565217391304
AWS,aws-samples/amazon-vod-preset-convert,3,13,2,66.66666666666666,15.384615384615385
AWS,aws-samples/aws-elemental-mediatailor-tools,2,14,2,100.0,14.285714285714285
AWS,aws-samples/aws-modern-application-workshop,8,82,2,25.0,2.4390243902439024
AWS,aws-samples/iot-dotnet-publisher-consumer,4,13,0,0.0,0.0
AWS,aws-samples/aws-sam-movies-api-resource-policy,1,22,0,0.0,0.0
AWS,aws-samples/aws-iot-workshop,3,79,1,33.33333333333333,1.2658227848101267
AWS,aws-samples/aws-serverless-appsync-app,4,21,2,50.0,9.523809523809524
AWS,aws-samples/amazon-mq-workshop,6,10,2,33.33333333333333,20.0
AWS,aws-samples/aws-dax-go-sample,3,10,2,66.66666666666666,20.0
AWS,aws-samples/aws-rds-snapshot-management,2,8,2,100.0,25.0
AWS,aws-samples/aws-xray-apache-kafka-sample,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/aws-dms-cdc-sample,3,11,2,66.66666666666666,18.181818181818183
AWS,aws-samples/global-serverless-image-gallery,2,13,1,50.0,7.6923076923076925
AWS,aws-samples/aws-secretsmgr-workshop,3,79,2,66.66666666666666,2.5316455696202533
AWS,aws-samples/aws-glue-cross-account-region-connections,2,13,2,100.0,15.384615384615385
AWS,aws-samples/hyperledger-on-kubernetes,2,11,1,50.0,9.090909090909092
AWS,aws-samples/amazon-guardduty-threat-feed,2,19,2,100.0,10.526315789473683
AWS,aws-samples/aws-iot-device-management-workshop,2,10,2,100.0,20.0
AWS,aws-samples/istio-on-amazon-eks,2,8,0,0.0,0.0
AWS,aws-samples/cookiecutter-aws-sam-dotnet,2,8,1,50.0,12.5
AWS,aws-samples/amazon-kinesis-video-streams-media-viewer,4,7,1,25.0,14.285714285714285
AWS,aws-samples/aws-step-functions-plagiarism-demo-dotnetcore,4,8,2,50.0,25.0
AWS,aws-samples/aws-nlp-workshop,3,13,1,33.33333333333333,7.6923076923076925
AWS,aws-samples/aws-xray-kubernetes-serverless,4,8,2,50.0,25.0
AWS,aws-samples/aws-transcribe-captioning-tools,5,13,2,40.0,15.384615384615385
AWS,aws-samples/aws-sqlagentjob-to-stepfunctions,2,11,2,100.0,18.181818181818183
AWS,aws-samples/deep-learning-models,11,16,6,54.54545454545454,37.5
AWS,aws-samples/aws-codepipeline-docker-vulnerability-scan,3,13,2,66.66666666666666,15.384615384615385
