sample,tempo para fechamento,tempo merge,merge user seguidores,merge user tempo no GitHub,closed_count,open_count,merged_count,not_merged_count,framework,relative_open_count,relative_closed_count,relative_merged,relative_not_merged
Azure-Samples/app-service-web-python-get-started,234.0,234.0,34.0,1314.0,1.0,1.0,1.0,0.0,Azure,50.0,50.0,100.0,0.0
Azure-Samples/app-service-web-python-manage,7.142857142857143,7.142857142857143,54.142857142857146,1862.4285714285713,7.0,0.0,7.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/app-service-web-ruby-manage,5.333333333333333,5.333333333333333,67.16666666666667,1783.3333333333333,6.0,0.0,6.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/app-sql-devops-demo-project,0.0,0.0,28.0,2192.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/appinsights-guestbook,48.333333333333336,6.4,14.0,2298.4,6.0,5.0,5.0,1.0,Azure,45.45454545454545,54.54545454545454,83.33333333333334,16.666666666666664
Azure-Samples/application-gateway-dotnet-manage-application-gateways,0.0,0.0,1.0,1062.3333333333333,3.0,1.0,3.0,0.0,Azure,25.0,75.0,100.0,0.0
Azure-Samples/application-gateway-dotnet-manage-simple-application-gateways,0.0,0.0,1.0,1066.0,2.0,1.0,2.0,0.0,Azure,33.33333333333333,66.66666666666666,100.0,0.0
Azure-Samples/application-gateway-java-manage-application-gateways,1.0,1.3333333333333333,1.0,1100.0,4.0,0.0,3.0,1.0,Azure,0.0,100.0,75.0,25.0
Azure-Samples/application-gateway-java-manage-simple-application-gateways,1.3333333333333333,1.3333333333333333,1.0,1100.0,3.0,0.0,3.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/application-insights-aspnet-sample-opentelemetry,5.0,5.0,137.0,1914.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/application-insights-react-demo,16.25,6.333333333333333,13.5,1991.3333333333333,8.0,10.0,6.0,2.0,Azure,55.55555555555556,44.44444444444444,75.0,25.0
Azure-Samples/applicationinsights-java-profiler-demo,0.0,0.0,122.0,4110.0,1.0,1.0,1.0,0.0,Azure,50.0,50.0,100.0,0.0
Azure-Samples/applicationinsights-mern-todo,18.333333333333332,18.333333333333332,14.0,2466.0,12.0,11.0,12.0,0.0,Azure,47.82608695652174,52.17391304347826,100.0,0.0
Azure-Samples/applicationinsights-web-sample1,0.25,0.25,2.0,938.25,4.0,0.0,4.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/arc-demo-multi-tenancy,0.0,0.0,9.0,1096.5,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/arm-compute-go-vm-extensions,182.0,0.0,15.0,696.0,2.0,0.0,1.0,1.0,Azure,0.0,100.0,50.0,50.0
Azure-Samples/automated-test-environment-for-aks-applications,0.0,0.0,12.0,1639.3333333333333,4.0,0.0,3.0,1.0,Azure,0.0,100.0,75.0,25.0
Azure-Samples/automated-testing-with-azurite,5.0,5.0,0.0,1645.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/az-iot-edge-tick,0.0,0.0,18.0,2192.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azdo-hosted-agent-ssh-dynamic-environment-keyvault,0.0,0.0,1.0,2156.5,4.0,0.0,4.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azeventgrid-local-debug-aspnet-core-ngrok,0.0,0.0,1.0,2157.0,2.0,1.0,2.0,0.0,Azure,33.33333333333333,66.66666666666666,100.0,0.0
Azure-Samples/azure-ad-conditional-access-apis,0.0,0.0,70.0,1305.5,10.0,1.0,10.0,0.0,Azure,9.090909090909092,90.9090909090909,100.0,0.0
Azure-Samples/azure-batch-samples,5.59009009009009,4.075,12.46,788.465,222.0,2.0,200.0,22.0,Azure,0.8928571428571428,99.10714285714286,90.09009009009009,9.90990990990991
Azure-Samples/azure-cache-redis-samples,1.0,1.0,23.375,2368.5,8.0,1.0,8.0,0.0,Azure,11.11111111111111,88.88888888888889,100.0,0.0
Azure-Samples/azure-cli-samples,3.2013651877133107,2.8795620437956204,16.656934306569344,1265.8321167883212,293.0,1.0,274.0,19.0,Azure,0.3401360544217687,99.65986394557824,93.51535836177474,6.484641638225256
Azure-Samples/azure-cosmos-cassandra-extensions-java-sample,0.0,0.0,12.0,1305.5,4.0,0.0,4.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-cassandra-extensions-java-sample-v4,0.42857142857142855,0.42857142857142855,11.428571428571429,1972.7142857142858,7.0,0.0,7.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-cassandra-extensions-java-spring-boot-sample-v4,0.5,0.5,10.0,3083.5,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-cassandra-api-spark-connector-sample,11.666666666666666,11.666666666666666,4.5,1452.0,6.0,0.0,6.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-cassandra-api-spark-notebooks-databricks,0.0,0.0,36.0,943.0,2.0,1.0,2.0,0.0,Azure,33.33333333333333,66.66666666666666,100.0,0.0
Azure-Samples/azure-cosmos-db-cassandra-api-spark-notebooks-jupyter,0.0,0.0,36.0,940.8,5.0,0.0,5.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-cassandra-change-feed,0.0,0.0,112.0,2792.5,3.0,0.0,2.0,1.0,Azure,0.0,100.0,66.66666666666666,33.33333333333333
Azure-Samples/azure-cosmos-db-cassandra-dotnet-core-getting-started,0.0,0.0,12.0,1175.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-cassandra-dotnet-getting-started,1.0,,,,1.0,0.0,0.0,1.0,Azure,0.0,100.0,0.0,100.0
Azure-Samples/azure-cosmos-db-cassandra-golang-getting-started,0.0,0.0,12.0,1316.0,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-cassandra-java-getting-started,1.0,1.0,1.0,1197.5,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-cassandra-java-getting-started-v4,0.0,0.0,12.0,1258.0,3.0,1.0,3.0,0.0,Azure,25.0,75.0,100.0,0.0
Azure-Samples/azure-cosmos-db-cassandra-java-rate-limit-sample,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-cosmos-db-cassandra-nodejs-getting-started,1.6666666666666667,1.6666666666666667,21.0,1486.3333333333333,3.0,0.0,3.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-cassandra-python-getting-started,132.75,0.0,21.0,1521.6666666666667,4.0,0.0,3.0,1.0,Azure,0.0,100.0,75.0,25.0
Azure-Samples/azure-cosmos-db-change-feed-dotnet-retail-sample,47.666666666666664,2.2,4.8,1007.6,12.0,1.0,10.0,2.0,Azure,7.6923076923076925,92.3076923076923,83.33333333333334,16.666666666666664
Azure-Samples/azure-cosmos-db-documentdb-nodejs-getting-started,126.33333333333333,0.0,7128.0,1601.5,3.0,1.0,2.0,1.0,Azure,25.0,75.0,66.66666666666666,33.33333333333333
Azure-Samples/azure-cosmos-db-graph-gremlindotnet-getting-started,81.625,10.4,75.0,2871.6,8.0,0.0,5.0,3.0,Azure,0.0,100.0,62.5,37.5
Azure-Samples/azure-cosmos-db-graph-java-getting-started,81.75,3.1666666666666665,57.0,1935.5,8.0,0.0,6.0,2.0,Azure,0.0,100.0,75.0,25.0
Azure-Samples/azure-cosmos-db-graph-nodejs-getting-started,65.55,50.0,46.0,1773.2666666666667,20.0,2.0,15.0,5.0,Azure,9.090909090909092,90.9090909090909,75.0,25.0
Azure-Samples/azure-cosmos-db-graph-npm-bom-sample,7.0,0.0,44.6,4083.8,7.0,6.0,5.0,2.0,Azure,46.15384615384615,53.84615384615385,71.42857142857143,28.57142857142857
Azure-Samples/azure-cosmos-db-graph-php-getting-started,0.0,0.0,75.0,2349.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-graph-python-getting-started,34.0,34.0,66.16666666666667,2462.0,6.0,2.0,6.0,0.0,Azure,25.0,75.0,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-dotnet-geo-readpreference,0.0,0.0,21.0,1232.0,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-dotnet-getting-started,87.5,0.0,95.66666666666667,1695.0,4.0,5.0,3.0,1.0,Azure,55.55555555555556,44.44444444444444,75.0,25.0
Azure-Samples/azure-cosmos-db-mongodb-dotnet-multi-master,0.0,0.0,3.0,1101.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-golang-getting-started,2.0,2.0,27.0,1122.6666666666667,3.0,1.0,3.0,0.0,Azure,25.0,75.0,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-java-changestream,381.0,381.0,0.0,2063.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-java-geo-readpreference,2.0,2.0,3.0,1765.0,2.0,1.0,2.0,0.0,Azure,33.33333333333333,66.66666666666666,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-java-getting-started,0.0,0.0,3.0,1101.0,1.0,2.0,1.0,0.0,Azure,66.66666666666666,33.33333333333333,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-mongoose-geo-readpreference,0.0,0.0,3.0,1766.5,2.0,2.0,2.0,0.0,Azure,50.0,50.0,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-node-geo-readpreference,0.5,0.5,21.0,1232.5,2.0,1.0,2.0,0.0,Azure,33.33333333333333,66.66666666666666,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-spring,1.0,1.0,3.0,1987.3333333333333,3.0,3.0,3.0,0.0,Azure,50.0,50.0,100.0,0.0
Azure-Samples/azure-cosmos-db-mongodb-xamarin-getting-started,90.2,90.2,262.0,2407.2,5.0,0.0,5.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-partition-key-advisor,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-cosmos-db-python-getting-started,250.53846153846155,0.3333333333333333,72.16666666666667,2572.5,13.0,0.0,6.0,7.0,Azure,0.0,100.0,46.15384615384615,53.84615384615385
Azure-Samples/azure-cosmos-db-sql-api-async-java-getting-started,33.333333333333336,33.333333333333336,35.333333333333336,987.0,6.0,1.0,6.0,0.0,Azure,14.285714285714285,85.71428571428571,100.0,0.0
Azure-Samples/azure-cosmos-db-sql-api-nodejs-getting-started,8.6,8.6,45.2,2108.2,5.0,1.0,5.0,0.0,Azure,16.666666666666664,83.33333333333334,100.0,0.0
Azure-Samples/azure-cosmos-db-sql-api-nodejs-todo-app,0.0,0.0,48.0,2624.5,2.0,3.0,2.0,0.0,Azure,60.0,40.0,100.0,0.0
Azure-Samples/azure-cosmos-db-sql-xamarin-getting-started,0.5,0.5,262.0,2659.5,4.0,0.0,4.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-db-table-dotnet-getting-started,81.0,0.0,48.0,2116.0,2.0,0.0,1.0,1.0,Azure,0.0,100.0,50.0,50.0
Azure-Samples/azure-cosmos-java-getting-started,41.30769230769231,0.09090909090909091,15.454545454545455,1533.4545454545455,13.0,0.0,11.0,2.0,Azure,0.0,100.0,84.61538461538461,15.384615384615385
Azure-Samples/azure-cosmos-java-sql-api-samples,3.588235294117647,1.1428571428571428,5.0,631.6428571428571,17.0,3.0,14.0,3.0,Azure,15.0,85.0,82.35294117647058,17.647058823529413
Azure-Samples/azure-cosmos-java-sql-api-todo-app,0.0,0.0,22.0,1976.0,2.0,1.0,1.0,1.0,Azure,33.33333333333333,66.66666666666666,50.0,50.0
Azure-Samples/azure-cosmos-java-sql-app-example,0.0,0.0,3.0,152.0,1.0,2.0,1.0,0.0,Azure,66.66666666666666,33.33333333333333,100.0,0.0
Azure-Samples/azure-cosmos-table-dotnet-core-getting-started,0.5,0.5,4.0,258.5,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmos-throughput-scheduler,13.083333333333334,13.083333333333334,38.583333333333336,3185.6666666666665,12.0,0.0,12.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-cosmosdb-bulkingestion,247.0,165.0,202.0,2986.0,3.0,6.0,1.0,2.0,Azure,66.66666666666666,33.33333333333333,33.33333333333333,66.66666666666666
Azure-Samples/azure-cosmosdb-graph-bulkexecutor-dotnet-getting-started,0.0,0.0,4.0,1381.3333333333333,3.0,1.0,3.0,0.0,Azure,25.0,75.0,100.0,0.0
Azure-Samples/azure-cosmosdb-java-pagination,81.5,163.0,202.0,2986.0,2.0,1.0,1.0,1.0,Azure,33.33333333333333,66.66666666666666,50.0,50.0
Azure-Samples/azure-cosmosdb-jsonldconversion,,,,,0.0,2.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-cosmosdb-live-data-migrator,15.61111111111111,14.142857142857142,6.5,1620.142857142857,18.0,2.0,14.0,4.0,Azure,10.0,90.0,77.77777777777779,22.22222222222222
Azure-Samples/azure-cosmosdb-springboot-pagination,0.0,0.0,202.0,2986.0,1.0,1.0,1.0,0.0,Azure,50.0,50.0,100.0,0.0
Azure-Samples/azure-data-share-dotnet-api-sample,0.0,0.0,1.0,1378.0,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-databricks-mlops-mlflow,0.03571428571428571,0.038461538461538464,7.384615384615385,1618.923076923077,28.0,0.0,26.0,2.0,Azure,0.0,100.0,92.85714285714286,7.142857142857142
Azure-Samples/azure-devops-release-notes,1.5,1.5,279.0,2580.5,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-devops-release-strategies,0.0,0.0,11.0,1463.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-digital-twins-getting-started,0.8571428571428571,0.5,16.0,1169.6666666666667,7.0,0.0,6.0,1.0,Azure,0.0,100.0,85.71428571428571,14.285714285714285
Azure-Samples/azure-event-grid-viewer,59.77777777777778,66.375,40.0,3368.875,9.0,1.0,8.0,1.0,Azure,10.0,90.0,88.88888888888889,11.11111111111111
Azure-Samples/azure-farmbeats-samples,4.846153846153846,5.9,3.0,382.9,13.0,1.0,10.0,3.0,Azure,7.142857142857142,92.85714285714286,76.92307692307693,23.076923076923077
Azure-Samples/azure-files-samples,26.205128205128204,20.8,4.542857142857143,1096.2,39.0,3.0,35.0,4.0,Azure,7.142857142857142,92.85714285714286,89.74358974358975,10.256410256410255
Azure-Samples/azure-functions-event-grid-terraform,1.0,1.0,50.0,1324.5,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-functions-python-list-resource-groups,,,,,0.0,2.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-functions-pytorch-image-identify,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-functions-samples-java,6.2105263157894735,1.0588235294117647,21.764705882352942,1679.2941176470588,19.0,0.0,17.0,2.0,Azure,0.0,100.0,89.47368421052632,10.526315789473683
Azure-Samples/azure-functions-tests,,,,,0.0,2.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-functions-unit-testing-mocha,147.5,0.0,242.0,3835.0,2.0,3.0,1.0,1.0,Azure,60.0,40.0,50.0,50.0
Azure-Samples/azure-go-labs,0.6,0.6,60.2,2932.2,5.0,0.0,5.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-intelligent-edge-patterns,13.460093896713616,5.318681318681318,10.538461538461538,1284.7252747252746,213.0,42.0,182.0,31.0,Azure,16.470588235294116,83.52941176470588,85.44600938967136,14.553990610328638
Azure-Samples/azure-iot-central-arm-sdk-samples,0.375,0.4,43.0,2060.133333333333,16.0,0.0,15.0,1.0,Azure,0.0,100.0,93.75,6.25
Azure-Samples/azure-iot-distributed-tracing-sample,0.0,0.0,23.0,2327.0,1.0,1.0,1.0,0.0,Azure,50.0,50.0,100.0,0.0
Azure-Samples/azure-iot-edge-devops-sample-c,1.0,1.0,0.0,1544.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-iot-edge-devops-sample-dotnet,9.5,9.5,0.0,1404.0,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-iot-edge-devops-sample-java,1.0,1.0,0.0,1544.0,1.0,1.0,1.0,0.0,Azure,50.0,50.0,100.0,0.0
Azure-Samples/azure-iot-edge-devops-sample-node,184.66666666666666,1.0,0.0,1544.0,3.0,2.0,1.0,2.0,Azure,40.0,60.0,33.33333333333333,66.66666666666666
Azure-Samples/azure-iot-edge-devops-sample-python,322.5,0.0,0.0,1543.0,2.0,0.0,1.0,1.0,Azure,0.0,100.0,50.0,50.0
Azure-Samples/azure-iot-edge-identity-translation-lite,5.0,2.7142857142857144,10.5,2826.4285714285716,16.0,2.0,14.0,2.0,Azure,11.11111111111111,88.88888888888889,87.5,12.5
Azure-Samples/azure-iot-hub-large-twin-example,7.681818181818182,8.45,22.2,2409.8,22.0,2.0,20.0,2.0,Azure,8.333333333333332,91.66666666666666,90.9090909090909,9.090909090909092
Azure-Samples/azure-iot-samples-c,4.0,4.0,9.0,1715.3333333333333,3.0,0.0,3.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-iot-samples-csharp,37.33125,9.8,15.8,1581.85,160.0,6.0,140.0,20.0,Azure,3.614457831325301,96.3855421686747,87.5,12.5
Azure-Samples/azure-iot-samples-ios,14.11111111111111,0.125,6.125,782.75,9.0,0.0,8.0,1.0,Azure,0.0,100.0,88.88888888888889,11.11111111111111
Azure-Samples/azure-iot-samples-java,22.25,15.307692307692308,8.76923076923077,851.3076923076923,16.0,1.0,13.0,3.0,Azure,5.88235294117647,94.11764705882352,81.25,18.75
Azure-Samples/azure-iot-samples-node,6.428571428571429,6.173913043478261,12.956521739130435,1128.4782608695652,28.0,5.0,23.0,5.0,Azure,15.151515151515152,84.84848484848484,82.14285714285714,17.857142857142858
Azure-Samples/azure-iot-samples-python,60.583333333333336,8.0,14.6,1554.3,12.0,6.0,10.0,2.0,Azure,33.33333333333333,66.66666666666666,83.33333333333334,16.666666666666664
Azure-Samples/azure-iot-starter-kits,28.68,3.4285714285714284,29.047619047619047,1761.2380952380952,25.0,3.0,21.0,4.0,Azure,10.714285714285714,89.28571428571429,84.0,16.0
Azure-Samples/azure-iot-starterkit-cli,101.42857142857143,28.5,71.0,2468.0,7.0,1.0,2.0,5.0,Azure,12.5,87.5,28.57142857142857,71.42857142857143
Azure-Samples/azure-iot-starterkit-companionapp,0.0,0.0,6.0,1452.3333333333333,3.0,0.0,3.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-iot-starterkit-setuputil,0.0,0.0,0.0,1519.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-iotedge-blobstorage-sample,23.5,23.5,20.0,2918.0,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-javascript-guidance-sample,56.0,,,,1.0,1.0,0.0,1.0,Azure,50.0,50.0,0.0,100.0
Azure-Samples/azure-javascript-labs,0.0,0.0,174.0,2968.0,3.0,3.0,3.0,0.0,Azure,50.0,50.0,100.0,0.0
Azure-Samples/azure-logic-apps-deployment-samples,14.9,14.9,10.4,1808.9,10.0,2.0,10.0,0.0,Azure,16.666666666666664,83.33333333333334,100.0,0.0
Azure-Samples/azure-logic-apps-pipeline-orchestration,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-machine-learning-pipeline-observability-sample,0.0,0.0,8.0,3514.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-maps-dotnet-webgl-uwp-iot-remote-control,27.333333333333332,27.333333333333332,16.666666666666668,2016.6666666666667,3.0,0.0,3.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-maps-fullscreen-control,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-maps-h3,0.5,0.5,32.0,3229.8333333333335,6.0,0.0,6.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-maps-html-marker-layer,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-maps-selection-control,0.0,,,,1.0,0.0,0.0,1.0,Azure,0.0,100.0,0.0,100.0
Azure-Samples/azure-maps-services-ui,2.0,2.0,42.0,2310.0,2.0,4.0,2.0,0.0,Azure,66.66666666666666,33.33333333333333,100.0,0.0
Azure-Samples/azure-media-player-samples,0.0,0.0,2.0,132.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-messaging-replication-dotnet,2.6666666666666665,2.6666666666666665,152.0,3620.0,3.0,0.0,3.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-mfa-authentication-method-analysis,28.5,0.0,41.0,1452.0,2.0,1.0,1.0,1.0,Azure,33.33333333333333,66.66666666666666,50.0,50.0
Azure-Samples/azure-mfa-nps-extension-health-check,0.0,0.0,41.0,1452.0,1.0,5.0,1.0,0.0,Azure,83.33333333333334,16.666666666666664,100.0,0.0
Azure-Samples/azure-monitor-opencensus-python,1.4,1.4,9.0,2055.2,5.0,0.0,5.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-opensource-labs,0.07692307692307693,0.08333333333333333,53.0,2825.5833333333335,13.0,1.0,12.0,1.0,Azure,7.142857142857142,92.85714285714286,92.3076923076923,7.6923076923076925
Azure-Samples/azure-pipelines-variable-templates,1.0,1.0,154.0,2598.0,2.0,1.0,2.0,0.0,Azure,33.33333333333333,66.66666666666666,100.0,0.0
Azure-Samples/azure-python-labs,60.42553191489362,27.807692307692307,50.0,3794.269230769231,47.0,8.0,26.0,21.0,Azure,14.545454545454545,85.45454545454545,55.319148936170215,44.680851063829785
Azure-Samples/azure-samples-js-management,18.0,,,,1.0,1.0,0.0,1.0,Azure,50.0,50.0,0.0,100.0
Azure-Samples/azure-samples-net-management,3.0,3.0,3.5,534.6666666666666,6.0,0.0,6.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-samples-python-management,15.4,13.945454545454545,38.18181818181818,1164.6363636363637,60.0,0.0,55.0,5.0,Azure,0.0,100.0,91.66666666666666,8.333333333333332
Azure-Samples/azure-scale-set-smart-downscale,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/azure-sdk-for-go-samples,18.85,8.91304347826087,29.782608695652176,1069.3623188405797,160.0,11.0,138.0,22.0,Azure,6.432748538011696,93.56725146198829,86.25,13.750000000000002
Azure-Samples/azure-sdk-for-java-storage-blob-upload-download,34.75,21.6,49.8,974.6,8.0,1.0,5.0,3.0,Azure,11.11111111111111,88.88888888888889,62.5,37.5
Azure-Samples/azure-sdk-for-js-keyvault-secret-get-set-managedid,94.57142857142857,37.333333333333336,143.33333333333334,2048.6666666666665,7.0,0.0,3.0,4.0,Azure,0.0,100.0,42.857142857142854,57.14285714285714
Azure-Samples/azure-sdk-for-js-keyvault-secrets-get-nodejs-managedid,122.66666666666667,10.666666666666666,800.0,2120.0,6.0,0.0,3.0,3.0,Azure,0.0,100.0,50.0,50.0
Azure-Samples/azure-sdk-for-js-storage-blob-redundant,36.0,54.0,114.0,1718.5,3.0,1.0,2.0,1.0,Azure,25.0,75.0,66.66666666666666,33.33333333333333
Azure-Samples/azure-sdk-for-js-storage-blob-stream-nodejs,15.571428571428571,21.8,129.6,2201.6,7.0,2.0,5.0,2.0,Azure,22.22222222222222,77.77777777777779,71.42857142857143,28.57142857142857
Azure-Samples/azure-sdk-for-js-storage-blob-upload-download,43.36363636363637,23.125,109.125,2280.625,11.0,2.0,8.0,3.0,Azure,15.384615384615385,84.61538461538461,72.72727272727273,27.27272727272727
Azure-Samples/azure-sdk-for-net-storage-blob-upload-download,42.5,8.615384615384615,64.15384615384616,1796.076923076923,16.0,0.0,13.0,3.0,Azure,0.0,100.0,81.25,18.75
Azure-Samples/azure-sdk-for-python-keyvault-secrets-get-set-managedid,20.0,30.0,126.25,2311.5,6.0,0.0,4.0,2.0,Azure,0.0,100.0,66.66666666666666,33.33333333333333
Azure-Samples/azure-sdk-for-python-storage-blob-upload-download,47.411764705882355,16.875,101.25,2013.25,17.0,0.0,8.0,9.0,Azure,0.0,100.0,47.05882352941176,52.94117647058824
Azure-Samples/azure-search-dotnet-samples,5.857142857142857,4.064516129032258,23.580645161290324,2825.2741935483873,63.0,1.0,62.0,1.0,Azure,1.5625,98.4375,98.4126984126984,1.5873015873015872
Azure-Samples/azure-search-java-samples,18.473684210526315,0.9354838709677419,26.580645161290324,2797.1612903225805,38.0,0.0,31.0,7.0,Azure,0.0,100.0,81.57894736842105,18.421052631578945
Azure-Samples/azure-search-javascript-samples,0.7857142857142857,0.7857142857142857,21.285714285714285,2593.6428571428573,14.0,0.0,14.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-search-knowledge-mining,13.82258064516129,12.58,18.34,1665.86,62.0,1.0,50.0,12.0,Azure,1.5873015873015872,98.4126984126984,80.64516129032258,19.35483870967742
Azure-Samples/azure-search-performance-testing,5.4,5.4,5.0,1769.6,5.0,0.0,5.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-search-postman-samples,0.9210526315789473,0.9210526315789473,22.289473684210527,2584.684210526316,38.0,0.0,38.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-search-power-skills,10.901960784313726,8.76086956521739,147.3695652173913,2972.5652173913045,51.0,3.0,46.0,5.0,Azure,5.555555555555555,94.44444444444444,90.19607843137256,9.803921568627452
Azure-Samples/azure-search-powershell-samples,0.0,0.0,29.272727272727273,2610.3636363636365,11.0,0.0,11.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-search-python-samples,2.5652173913043477,2.6222222222222222,26.8,2791.3333333333335,46.0,0.0,45.0,1.0,Azure,0.0,100.0,97.82608695652173,2.1739130434782608
Azure-Samples/azure-search-sample-data,20.8,22.285714285714285,21.928571428571427,2798.785714285714,15.0,0.0,14.0,1.0,Azure,0.0,100.0,93.33333333333333,6.666666666666667
Azure-Samples/azure-serverless-iot-button,30.6,30.6,503.0,1501.4,5.0,0.0,5.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/azure-serverless-workshop-team-assistant,1.2727272727272727,1.2727272727272727,181.5,1811.4545454545455,22.0,1.0,22.0,0.0,Azure,4.3478260869565215,95.65217391304348,100.0,0.0
Azure-Samples/azure-service-operator-samples,31.647058823529413,20.333333333333332,10.333333333333334,3007.133333333333,17.0,2.0,15.0,2.0,Azure,10.526315789473683,89.47368421052632,88.23529411764706,11.76470588235294
Azure-Samples/azure-servicebus-messaging-samples,125.7,120.33333333333333,25.0,978.4444444444445,10.0,0.0,9.0,1.0,Azure,0.0,100.0,90.0,10.0
Azure-Samples/azure-servicebus-relay-samples,121.0,,,,2.0,0.0,0.0,2.0,Azure,0.0,100.0,0.0,100.0
