sample,tempo para fechamento,tempo merge,merge user seguidores,merge user tempo no GitHub,closed_count,open_count,merged_count,not_merged_count,framework,relative_open_count,relative_closed_count,relative_merged,relative_not_merged
Azure-Samples/MachineLearningSamples-QnAMatching,0.0,0.0,20.666666666666668,1157.6666666666667,3.0,1.0,3.0,0.0,Azure,25.0,75.0,100.0,0.0
Azure-Samples/MachineLearningSamples-SentimentAnalysis,1.6428571428571428,1.6428571428571428,24.857142857142858,966.4285714285714,14.0,1.0,14.0,0.0,Azure,6.666666666666667,93.33333333333333,100.0,0.0
Azure-Samples/MachineLearningSamples-TDSPUCIAdultIncome,5.222222222222222,5.0,12.375,1155.625,18.0,1.0,16.0,2.0,Azure,5.263157894736842,94.73684210526315,88.88888888888889,11.11111111111111
Azure-Samples/MachineLearningSamples-cntk,0.0,0.0,9.75,583.75,4.0,0.0,4.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/MachineLearningSamples-lr,0.0,0.0,12.0,692.3333333333334,3.0,0.0,3.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/MachineLearningSamples-mml,1.5,1.5,30.0,1557.0,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/MachineLearningSamples-mmlspark,1.0,1.0,30.0,1574.0,2.0,1.0,2.0,0.0,Azure,33.33333333333333,66.66666666666666,100.0,0.0
Azure-Samples/MachineLearningSamples-mnist,,,,,0.0,2.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/MachineLearningSamples-sparksweep,0.0,0.0,22.5,1041.5,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/MachineLearningSamples-tdsp,0.0,0.0,30.0,1557.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/MachineLearningSamples-tf,21.75,21.75,16.5,929.5,4.0,2.0,4.0,0.0,Azure,33.33333333333333,66.66666666666666,100.0,0.0
Azure-Samples/Microchip-PIC-IoT-Wx,4.08,4.409090909090909,2.090909090909091,1147.090909090909,25.0,0.0,22.0,3.0,Azure,0.0,100.0,88.0,12.0
Azure-Samples/Microsoft-Information-Protection-PowerShell-Samples,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/MipSdk-Dotnet-File-ServicePrincipalAuth,0.0,0.0,3.0,856.4,5.0,0.0,5.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/Mongoose_CosmosDB,0.0,0.0,27.0,1246.3333333333333,3.0,1.0,3.0,0.0,Azure,25.0,75.0,100.0,0.0
Azure-Samples/MyDriving,4.875621890547263,0.08823529411764706,1306.1203208556149,881.6336898395722,402.0,11.0,374.0,28.0,Azure,2.663438256658596,97.3365617433414,93.03482587064677,6.965174129353234
Azure-Samples/NVIDIA-Deepstream-Azure-IoT-Edge-on-a-NVIDIA-Jetson-Nano,6.0,6.666666666666667,20.88888888888889,1054.7777777777778,10.0,0.0,9.0,1.0,Azure,0.0,100.0,90.0,10.0
Azure-Samples/Node_express_container,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/PartitionedRepository,66.0,66.0,2.0,1488.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/SentimentAnalysis,0.0,,,,1.0,0.0,0.0,1.0,Azure,0.0,100.0,0.0,100.0
Azure-Samples/Serverless-APIs,0.0,0.0,24.842105263157894,1759.6842105263158,20.0,1.0,19.0,1.0,Azure,4.761904761904762,95.23809523809523,95.0,5.0
Azure-Samples/Serverless-Eventing-Platform-for-Microservices,83.13333333333334,25.333333333333332,69.11111111111111,2034.0,15.0,15.0,9.0,6.0,Azure,50.0,50.0,60.0,40.0
Azure-Samples/Serverless-File-Validation,104.0,104.0,10.0,2221.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/Serverless-microservices-reference-architecture,113.6923076923077,1.0,47.0,2077.0,13.0,16.0,7.0,6.0,Azure,55.172413793103445,44.827586206896555,53.84615384615385,46.15384615384615
Azure-Samples/Speech-Service-Actions-Template,1.8518518518518519,1.5686274509803921,21.45098039215686,1339.921568627451,54.0,1.0,51.0,3.0,Azure,1.8181818181818181,98.18181818181819,94.44444444444444,5.555555555555555
Azure-Samples/SpeechToText-REST,0.0,,,,1.0,2.0,0.0,1.0,Azure,66.66666666666666,33.33333333333333,0.0,100.0
Azure-Samples/SpeechToText-WebSockets-Javascript,1.76,1.894736842105263,7.894736842105263,1704.421052631579,25.0,8.0,19.0,6.0,Azure,24.242424242424242,75.75757575757575,76.0,24.0
Azure-Samples/Synapse,2.528735632183908,2.2804878048780486,13.121951219512194,2333.268292682927,87.0,4.0,82.0,5.0,Azure,4.395604395604396,95.6043956043956,94.25287356321839,5.747126436781609
Azure-Samples/Use-PowerShell-for-long-term-retention-of-Azure-Files-Backup,7.5,6.0,75.0,2649.0,4.0,3.0,1.0,3.0,Azure,42.857142857142854,57.14285714285714,25.0,75.0
Azure-Samples/aad-dotnet-manage-passwords,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/aad-dotnet-manage-resources-from-vm-with-msi,,,,,0.0,2.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/aad-dotnet-manage-service-principals,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/aad-dotnet-manage-users-groups-and-roles,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/academic-knowledge-analytics-visualization,5.0,5.0,29.0,3487.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/aci-docs-sample-dotnet,0.0,0.0,17.0,1040.2,5.0,0.0,5.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/aci-docs-sample-python,8.25,8.25,17.0,1230.75,4.0,1.0,4.0,0.0,Azure,20.0,80.0,100.0,0.0
Azure-Samples/aci-dotnet-create-container-groups,,,,,0.0,2.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/aci-dotnet-create-container-groups-using-private-registry,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/aci-dotnet-manage-container-instances-1,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/aci-dotnet-manage-container-instances-2,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/aci-event-driven-worker-queue,0.3333333333333333,0.3333333333333333,28.0,1918.5555555555557,9.0,1.0,9.0,0.0,Azure,10.0,90.0,100.0,0.0
Azure-Samples/aci-extract-load-transform-sample,6.75,6.75,28.0,1890.0,4.0,0.0,4.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/aci-helloworld,0.0,0.0,52.0,1023.0,1.0,2.0,1.0,0.0,Azure,66.66666666666666,33.33333333333333,100.0,0.0
Azure-Samples/aci-logicapps-integration,6.6,6.6,25.8,1825.0,5.0,0.0,5.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/aci-managed-identities,0.0,0.0,60.0,1857.5,2.0,0.0,2.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/aci-tutorial-sidecar,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/aci-vsts-pr-reviewer-logicapps-servicebus,0.0,0.0,28.0,1938.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/acr-build-helloworld-node,0.05555555555555555,0.125,17.5,1451.125,18.0,2.0,8.0,10.0,Azure,10.0,90.0,44.44444444444444,55.55555555555556
Azure-Samples/acr-dotnet-manage-azure-container-registry,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/acr-dotnet-manage-azure-container-registry-with-webhooks,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/acr-helloworld,0.0,0.0,17.0,828.0,2.0,1.0,1.0,1.0,Azure,33.33333333333333,66.66666666666666,50.0,50.0
Azure-Samples/acr-java-manage-azure-container-registry,0.0,0.0,4.0,614.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/acr-tasks,10.0625,11.76923076923077,31.76923076923077,2081.769230769231,16.0,2.0,13.0,3.0,Azure,11.11111111111111,88.88888888888889,81.25,18.75
Azure-Samples/acs-dotnet-manage-azure-container-service-with-docker-swarm-orchestrator,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/acs-dotnet-manage-azure-container-service-with-kubernetes-orchestrator,,,,,0.0,1.0,0.0,0.0,Azure,100.0,0.0,,
Azure-Samples/active-directory-android,129.33333333333334,41.8,28.0,919.0,9.0,0.0,5.0,4.0,Azure,0.0,100.0,55.55555555555556,44.44444444444444
Azure-Samples/active-directory-android-native-oidcandroidlib-v2,201.0,30.333333333333332,23.666666666666668,1354.6666666666667,5.0,0.0,3.0,2.0,Azure,0.0,100.0,60.0,40.0
Azure-Samples/active-directory-angularjs-singlepageapp,187.6875,47.2,81.9,1031.5,16.0,0.0,10.0,6.0,Azure,0.0,100.0,62.5,37.5
Azure-Samples/active-directory-angularjs-singlepageapp-dotnet-webapi,493.6666666666667,10.5,97.0,992.5,3.0,0.0,2.0,1.0,Azure,0.0,100.0,66.66666666666666,33.33333333333333
Azure-Samples/active-directory-aspnetcore-webapp-openidconnect-v2,8.465116279069768,5.86784140969163,68.54185022026432,1664.6784140969164,258.0,5.0,227.0,31.0,Azure,1.9011406844106464,98.09885931558935,87.98449612403101,12.015503875968992
Azure-Samples/active-directory-b2c-advanced-policies,182.1904761904762,200.1578947368421,24.105263157894736,1276.0526315789473,21.0,4.0,19.0,2.0,Azure,16.0,84.0,90.47619047619048,9.523809523809524
Azure-Samples/active-directory-b2c-android-native-appauth,0.0,0.0,39.0,1518.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/active-directory-b2c-android-native-msal,161.0,0.0,16.0,1187.0,3.0,2.0,1.0,2.0,Azure,40.0,60.0,33.33333333333333,66.66666666666666
Azure-Samples/active-directory-b2c-custom-policy-starterpack,32.21212121212121,10.461538461538462,14.692307692307692,1161.576923076923,33.0,9.0,26.0,7.0,Azure,21.428571428571427,78.57142857142857,78.78787878787878,21.21212121212121
Azure-Samples/active-directory-b2c-dotnet-desktop,37.17857142857143,3.938775510204082,43.857142857142854,1254.0204081632653,56.0,0.0,49.0,7.0,Azure,0.0,100.0,87.5,12.5
Azure-Samples/active-directory-b2c-dotnet-sign-up-user-flow-captcha,0.0,0.0,0.0,1160.0,1.0,0.0,1.0,0.0,Azure,0.0,100.0,100.0,0.0
Azure-Samples/active-directory-b2c-dotnet-uwp,14.56,5.7727272727272725,45.09090909090909,1442.6363636363637,25.0,0.0,22.0,3.0,Azure,0.0,100.0,88.0,12.0
